"occurrenceStatus"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
"ABSENT"
