latitude,longitude
18.761101,-110.895192
-5.741574,120.589509
26.414842,-80.068434
26.471573,-80.193651
26.460409,-80.055215
24.931452,35.892231
-1.928325,-81.017049
20.761055,-156.419593
18.97671,-112.736608
39.907538,-71.222355
39.669433,-71.248547
39.522607,-71.556043
39.936736,-70.762901
39.556317,-71.498963
39.542366,-71.505732
39.756,-71.329
39.697534,-71.274872
39.349,-71.941
39.602284,-71.694887
39.822269,-71.643824
39.639135,-71.971493
39.683184,-71.768261
39.817677,-71.644499
39.78078,-70.609176
38.765179,-73.006497
38.644448,-72.797785
39.708123,-73.265351
38.691461,-73.067465
39.515306,-71.563004
39.346141,-71.757459
39.831949,-70.902192
39.606312,-71.940299
39.424923,-71.765733
39.506515,-71.84158
39.254911,-72.101489
39.411263,-71.749719
39.512672,-71.58663
39.167168,-72.276925
18.03505,-63.20893
-21.13317,55.53241
-20.74312,40.83955
17.90436,-62.8319
16.19759,-61.53977
3.92404,-53.23477
-12.8206,45.14743
-13.75548,-177.08021
10.3034,-109.21715
38.06519,-75.13162
4.123332,9.129112
4.180749,9.030627
37.088122,-75.822164
37.088122,-75.822164
21.456677,-71.174796
18.664118,-110.80613
21.43457,-86.625974
21.647573,-86.728767
39.834811,-69.587888
24.019828,-109.839404
24.899311,35.987015
39.971028,-69.791602
-0.012864,-91.33969
39.967133,-69.752414
39.99625,-69.734657
40.190726,-69.65986
-0.51054600000000006,-90.935671
39.97653,-69.730035
-0.417622,-90.931752
24.883506,35.96872
12.085481,-61.957782
20.557015,-105.58254
-37.72969,176.288058
24.915686,35.846195
15.686565,-96.062256
27.253969,33.970205
25.817232,-81.758913
-1.353125,-81.189729
32.372392,-64.637929
16.21874,-61.53673
-12.8206,45.14743
17.90436,-62.8319
-21.13317,55.53241
16.19759,-61.53977
18.03505,-63.20893
3.92404,-53.23477
-13.75548,-177.08021
-24.53049,-148.3326
-9.36914,-139.5792
-16.70107,-151.50915
4.345,73.6192
4.36874,73.6558
19.386636,-110.847617
-1.260844,-81.069996
27.998275,-93.972758
19.26476,-110.741313
25.125833,-77.309188
24.203018,-109.931405
24.284156,-109.91622
7.628932,98.29277
21.496496,-86.695997
19.931542,-75.033365
8.083472,-21.583473
8.116806,-21.60014
8.016806,-21.75014
8.016806,-21.75014
2.983472,-16.70014
-5.316805,54
-7.150139,54.98347
-7.183472,55.016804
-7.183472,55.016804
-7.300139,55.08347
-6.950139,54.08347
-6.950139,54.08347
-7.766805,54.68347
-7.566805,54.65014
-7.950139,48.500137
-7.966805,48.566803
-0.066806,53.166805
12.027778,-68.25303
12.028177,-68.253459
21.566732,-87.756486
-35.806547,174.851133
-35.92065,174.872401
-27.424,153.548
-35.921472,174.641104
12.189318,-68.235453
-21.19807,55.3141
-35.102676,174.200998
-36.841182,176.095423
-36.81068,176.023028
-36.701093,175.939297
-36.021739,175.163832
-1.201484,-81.016134
16.06654,-23.06434
15.77458,-23.19567
11.655002,-86.409746
-1.21197,-81.151695
-0.621705,130.444123
18.866823,-110.69819
18.859554,-110.742641
26.496943,-80.18853
18.853632,-110.669078
37.068811,-75.410606
32.6704,-79.6046
32.7423,-79.7389
32.4905,-79.5924
32.0175,-80.1092
33.8903,-77.6893
33.1464,-79.0044
33.1464,-79.0044
36.0738,-75.4965
35.6667,-75.3905
35.6628,-75.3955
35.227,-75.3899
35.2276,-75.4021
35.232,-75.4066
35.1076,-75.4885
35.2388,-75.4513
35.3058,-75.3764
3.619772,72.780617
-24.117092,152.71875
8.651923,97.653368
-27.556459,32.667302
-3.408548,-80.419337
19.316667,-110.816667
-23.1,113.8
-27.52775,32.6891
21.566461,-86.769187
9.470437,-85.069848
-1.15,-81.04
-1.15,-81.04
-1.15,-81.04
-1.15,-81.04
-30.33,30.75
-29.83,31.03
-30,30
-30,30
-30,30
-8.75,116.58
-8.75,116.58
-8.75,116.58
-8.75,116.58
-8.75,116.58
-22.24672,113.82902
-22.71002,113.67198
-22.69523,113.67074
-21.80282,114.10875
-22.03335,113.91399
-21.78413,114.16758
-23.12007,113.75757
-23.04605,113.81927
-23.1308,113.77008
-21.90052,113.96097
-21.82651,114.17807
-22.24672,113.82902
-22.71002,113.67198
-23.17708,113.76288
-23.13397,113.75433
-21.96729,113.9375
-22.72982,113.6805
-22.70998,113.6579
-22.03224,113.9153
-21.80188,114.13963
-23.18112,113.76043
-23.0141,113.8219
-22.69643,113.65018
-23.37291,113.78123
-23.12905,113.76892
-22.70225,113.65375
-22.71785,113.66042
-22.03353,113.91316
-23.12402,113.76522
-23.01297,113.82597
-21.83652,114.17657
-22.18372,113.84628
-23.12583,113.76825
-23.18907,113.76665
-22.67467,113.65708
-22.23901,113.83117
-22.72478,113.68662
-21.90255,113.97388
-23.02673,113.82312
-22.694,113.66337
-22.6691,113.63508
-22.23699,113.83298
-22.7169,113.66032
-21.90612,113.96557
-23.17878,113.76263
-23.01865,113.8276
-23.3724,113.78144
-22.04061,113.90629
-22.72448,113.6734
-22.23758,113.83857
-23.12142,113.75657
-22.14366,113.86597
-22.7035,113.67117
-22.03758,113.91066
-23.18218,113.76155
-23.11763,113.76243
-21.89008,113.95293
-22.7241,113.71685
-22.3308,113.80575
-22.23624,113.83819
-22.70832,113.66133
-23.219,113.76872
-21.84947,114.1719
-22.687,113.6428
-23.14742,113.75412
-22.03871,113.90878
-22.69757,113.65167
-22.9808,113.78788
-23.38323,113.77618
-22.71112,113.66675
-21.89987,113.9703
-22.02331,113.90235
-23.13303,113.75545
-23.02668,113.82606
-23.17577,113.76155
-22.03758,113.91066
-23.12093,113.75583
-21.96733,113.93959
-22.7107,113.67135
-21.87557,113.9955
-22.98947,113.79453
-22.72278,113.6779
-23.18277,113.76398
-22.70148,113.66177
-22.3241,113.81268
-21.80188,114.13963
-22.23746,113.83731
-23.04605,113.81927
-22.0292,113.91085
-22.7189,113.67208
-23.17168,113.75702
-22.04258,113.90337
-23.04425,113.79043
-22.7189,113.67208
-21.9195,113.9699
-23.202,113.7547
-22.24239,113.8294
-23.15492,113.7544
-23.18398,113.75913
-23.0359,113.826
-22.02763,113.91672
-23.13292,113.76519
-23.37392,113.78128
-22.49207,113.70733
-21.96395,113.94061
-22.69633,113.66012
-22.03758,113.91066
-23.17878,113.76263
-23.1697,113.75722
-21.80635,114.12927
-21.90317,113.95543
-22.72265,113.67513
-23.132930000000002,113.77033
-23.11558,113.75155
21.69816,-86.633352
-1.372553,-81.188686
19.361152,-110.850819
4.880501,-52.014869
19.303995,-110.864977
-2.353403,130.658625
-0.421532,130.798589
19.225835,-110.902384
19.327367,-110.940544
-0.478478,130.768354
19.333617,-110.804034
-1.318758,-81.193598
-22.449549,166.424426
19.205982,-110.906951
19.260229,-96.191816
29.791204,-85.175893
21.645985,-86.927307
4.088444,9.072552
4.034311,9.0629
24.629411,-81.146781
-27.5299,32.688
-27.5339,32.6799
-26.671422,32.898407
-27.528,32.6902
-27.52085,32.68732
6.15215,-52.50144
5.91863,-51.34814
5.35231,-52.75151
-12.83587,45.1572
28.215071,-96.287321
21.328031,-86.633908
-18.021922,178.418957
-34.7165,173.0777
-1.057518,-90.998187
7.439108,-83.439808
7.786264,-83.735067
4.004453,-81.603356
19.212386,-110.759962
-0.026024,-91.321668
20.646362,-156.469361
18.869591,-110.873379
-2.233256,130.6502
30.804,-80.961
30.81,-80.971
30.83,-80.681
36.192,-74.829
30.369542,-80.234487
30.23413,-79.882262
30.500272,-80.103493
30.367296,-80.195549
30.432693,-80.138629
29.966337,-80.185537
30.303067,-80.194575
30.299283,-80.169524
30.233192,-80.458395
35.620908,-74.91673
34.946376,-75.276026
35.683443,-74.882282
35.68622,-74.82991
35.693785,-74.62017
35.175606,-75.053589
35.760521,-74.73753
35.620388,-74.78911
35.255037,-74.948243
35.55309,-74.853567
35.764894,-74.829801
35.105205,-75.084039
34.785942,-75.442206
35.822887,-74.689854
35.340174,-75.031868
35.759315,-74.828225
35.477263,-74.844782
35.553374,-74.764459
35.833922,-74.606571
33.504706,-76.661242
33.460365,-76.733371
33.695428,-76.909585
33.650542,-76.851981
33.80868,-76.5255
33.934087,-76.176768
33.735835,-76.429228
33.69322,-76.780754
33.394346,-76.648535999999993
33.512415,-76.541591
33.912738,-76.273632
33.88702,-76.368562
33.518459,-76.807212
33.408864,-76.664466
33.618848,-76.679533
30.165735,-80.237339
30.032574,-80.456458
30.364816,-80.632452
30.366247,-80.202606
30.299825,-80.128149
30.300541,-80.181404
30.566598,-80.407248
30.433038,-80.221988
30.233592,-80.230105
30.233773,-80.282447
30.566154,-80.655702
30.23303,-80.634104
30.299685,-80.223928
30.096668,-79.922225
30.101423,-80.415602
37.55,-74.376
33.919,-76.419
33.518,-76.472
33.567,-76.615
33.667,-76.783
33.667,-76.69
33.817,-76.72
33.967,-76.396
33.967,-76.303
37.601,-74.178
37.839,-74.02
34.013,-77.588
38.048,-74.276
33.933,-77.146
35.47012,-75.00668
35.46992,-74.98575
35.46941,-75.01517
35.39995,-75.03251
19.5,-92.5
18.5,-93.5
19.5,-91.5
21.5,-85.5
20.5,-95.5
19.5,-94.5
22.5,-87.5
21.5,-90.5
19.5,-95.5
18.5,-94.5
20.5,-83.5
20.5,-90.5
21.5,-86.5
20.5,-94.5
18.5,-92.5
19.5,-93.5
20.5,-91.5
22.5,-88.5
22.5,-86.5
21.5,-87.5
22.5,-89.5
21.5,-89.5
23.5,-81.5
30.231994,-80.553703
30.098325,-80.634902
30.232777,-80.183837
30.49978,-80.378204
30.499065,-80.296745
30.566792,-80.293604
30.566796,-80.270851
30.497121,-80.138479
30.363599,-80.313477
29.965157,-80.400766
30.099803,-80.506598
30.365258999999998,-80.268316
30.105224,-80.29904
30.223377,-80.286922
30.235119,-79.864736
30.032015,-80.16961
30.29994,-80.096086
30.36566,-80.314292
30.235345,-80.589837
30.232875,-80.439084
30.23476,-80.417826
30.234641,-80.194249
30.23779,-80.314794
33.697078,-76.774192
33.548651,-76.584937
33.929774,-76.170647
34.059904,-76.3288
34.019209,-76.282585
34.072924,-76.609366
33.72841,-76.813923
33.662654,-76.993829
33.621785,-76.423133000000007
33.648188,-76.323446
33.882602,-76.88704
33.999432,-76.644062
33.430343,-76.693036
33.708572,-76.399774
33.721972,-76.417632
33.989662,-76.246636
33.951383,-76.454676
33.960273,-76.862225
33.823703,-76.284702
33.940655,-76.182569
33.840251,-76.306231
33.933344,-76.954704
33.504492,-76.532448
33.534839,-76.431222
33.517681,-76.548948
33.432877,-76.57005
33.54572,-76.71346
33.832283,-76.299161
33.904697,-77.054657
33.85703,-76.329143
33.868505,-76.344256
33.720514,-76.150117
33.915239,-76.280784
33.462454,-76.7332
33.813835,-76.147014
33.97168,-76.224445
33.912515,-76.92815
34.105472,-76.395207
33.754886,-76.328231
33.781688,-76.625787
34.031991,-76.823887
33.839643,-76.308652
33.824923,-76.286256
33.966317,-76.219038
33.894794,-76.251376
33.8873,-76.24455
33.781697,-76.231406
33.744428,-76.182765
33.861743,-76.335525
33.771715,-76.040564
33.850148,-76.3221
33.974459,-76.227783
33.835216,-76.049972
33.540252,-76.579102
33.523232,-76.556337
33.631837,-76.822565
33.962867,-76.995137
33.79302,-76.247628
33.669269,-76.211215
33.923845,-76.288003
33.920512,-76.407837
33.731035,-76.293904
34.501788,-75.788621
34.480914,-75.877544
34.982035,-75.233804
34.984904,-75.237966
34.941658,-75.268035
34.958102,-75.280669
34.661775,-75.840777
34.322999,-76.243267
34.428762999999996,-76.347073
34.458445,-76.377339
34.383099,-76.511743
34.57487,-75.754187
34.536887,-75.65301
34.584259,-75.665483
34.456042,-75.943755
34.98103,-75.640556
34.70036,-76.098794
34.597977,-76.408061
34.284068,-76.091713
35.400323,-74.901648
34.119668,-77.078624
35.27003,-75.232154
34.467253,-75.956441
35.564858,-74.856911
34.920666,-75.369713
34.889897,-75.339443
34.882685,-75.332668
34.202273,-76.211819
34.83507,-75.382921
34.753969,-75.520458
34.737054,-75.504919
34.725738,-75.4938
34.734075,-75.501945
34.779905,-75.439107
34.591964,-75.552796
34.622212,-75.602671
34.640874,-75.620799
34.641323,-75.621286
35.130258,-75.305468
34.881733,-75.331365
34.70343,-75.472713
34.618231,-75.598268
34.957055,-75.305982
26.072222,-111.068056
25.9625,-111.301111
25.929167,-111.276944
25.734722,-111.139167
25.748333,-111.209722
25.733333,-111.066667
25.7675,-111.204167
26.083333,-111.222222
26.195833,-111.368056
25.580833,-110.965556
25.318611,-110.764722
25.561389,-110.946389
25.713333,-111.1475
25.908056,-111.272222
26.093056,-111.32
26.05,-111.208333
26.077778,-111.1625
26.048611,-111.243056
25.945833,-111.276389
26.155556,-111.336111
26.15,-111.277778
26.2,-111.279167
25.629722,-111.101667
24.552778,-110.558333
25.7975,-111.108611
33.918773,-76.411349
33.56307,-76.467683
33.80142,-76.38363
35.530855,-74.897129
35.139914,-75.30986
35.010529,-75.486673
35.600064,-74.866263
34.272168,-76.195256
34.581793,-76.066666
34.312977,-76.12678
34.970437,-75.218808
35.30712,-74.980228
34.839787,-75.389721
35.270478,-75.089964
34.265854,-76.283619
35.028788,-75.476628
34.430211,-76.13935
34.338818,-76.145788
34.311924,-76.119947
34.30822,-76.116592
34.508446,-75.997864
34.204623,-76.482433
34.611849,-75.592509
34.253244,-76.169508
34.819562,-75.585183
34.861757,-75.731251
35.291182,-74.914234
34.978811,-75.428043
35.026447,-75.373791
34.993091,-75.33873
35.000304,-75.346032
34.226989,-76.039986
34.881407,-75.540437
34.327089,-76.031975
34.298841,-76.109626
35.022333,-75.723336
34.7816,-75.646722
34.668937,-75.539636
39.15,-72.5
43.367,-67.817
36.95,-75.017
36.85,-74.817
36.717,-74.85
39.783,-68.35
37.05,-74.95
35.05,-75.183
37.05,-75.933
39.683,-73.933
39.467,-71.85
39.05,-72.2
36.9,-75.133
36.8,-75.017
37.283,-75.633
37.233,-75.55
37.967,-75.183
38.1,-75.15
38.217,-74.967
38.083,-74.417
38.433,-74.883
38.45,-74.9
35.633,-74.917
35.567,-74.833
35.6,-74.867
35.617,-74.9
35.533,-74.783
35.333,-75.017
39.733,-73.517
35.3,-74.967
38.25,-75.083
38.117,-75.15
38.083,-75.083
39.033,-73.5
39.133,-73.85
6.2575,-55.124
6.38765,-55.15157
6.96667,-55.68056
6.83639,-55.97722
6.779333,-55.714667
6.795667,-55.174333
6.873833,-55.801333
6.406,-55.030333
6.363,-55.829
6.406,-55.030333
39.7177,-71.7725
40.520576,-69.504601
35.7199,-75.3144
33.9987,-77.2968
33.2563,-78.6416
33.2562,-78.6413
32.2333,-80.0002
32.377,-79.6683
34.8256,-76.1065
35.2104,-75.2901
28.8048,-80.71874
28.7253,-80.6609
27.4523,-80.2634
28.7363,-80.67107
28.70446,-80.6264
28.7388,-80.67307
28.70546,-80.64257
28.72296,-80.65857
28.7698,-80.69407
28.77513,-80.6984
28.70696,-80.64357
28.86513,-80.75874
28.8603,-80.75607
28.87446,-80.5769
27.3823,-80.2329
27.37746,-80.23074
27.45096,-80.2629
27.43446,-80.25574
27.42546,-80.25107
27.42096,-80.24924
27.43063,-80.25374
27.4233,-80.25007
27.39596,-80.23874
27.4118,-80.24574
27.4128,-80.1179
27.74913,-80.16224
27.3358,-80.20174
27.67063,-80.15207
27.787960000000002,-80.16757
27.35513,-80.2209
27.3318,-80.20907
27.35396,-80.22024
27.4793,-80.27007
27.47346,-80.26824
27.48946,-80.18974
27.5663,-80.2029
27.8368,-80.2504
27.5358,-80.19724
27.52696,-80.28624
27.4788,-80.1884
27.93596,-80.46307
27.52363,-80.2844
27.55063,-80.2969
27.5963,-80.31024
30.03379,-81.05357
28.9183,-80.6004
28.9133,-80.59807
29.1018,-80.6919
28.91596,-80.5994
27.52196,-80.2849
28.75463,-80.59274
28.7373,-80.58407
28.72196,-80.57657
28.6613,-80.50324
28.90446,-80.59357
28.76946,-80.60024
28.87213,-80.65074
28.79013,-80.61024
28.89063,-80.66024
28.8618,-80.64574
27.7918,-80.3869
27.6078,-80.31874
27.77596,-80.37874
27.77446,-80.37874
27.52863,-80.28824
28.69663,-80.64157
28.98346,-80.6429
28.99446,-80.63924
29.0073,-80.6439
28.99013,-80.63524
28.99863,-80.63974
28.98596,-80.6329
28.7453,-80.5134
28.65613,-80.58574
29.00513,-80.63424
28.85163,-80.74807
28.78596,-80.7079
28.78513,-80.70724
28.7293,-80.66907
28.77946,-80.7034
28.71613,-80.66007
28.77096,-80.69757
28.8263,-80.73557
28.71813,-80.6614
28.8023,-80.7189
28.7973,-80.71557
28.84413,-80.74757
28.89296,-80.78707
29.68329,-81.21074
28.9963,-80.48707
28.65996,-80.55474
28.6503,-80.56774
28.659300000000002,-80.58957
28.66096,-80.60774
28.6588,-80.5859
28.8168,-80.54824
29.53146,-81.1359
34.10703,-77.17709
29.34413,-80.81207
39.8245,-71.0975
39.2092,-72.4122
29.32346,-81.02657
29.0698,-80.89324
29.00196,-80.81074
29.37446,-81.05374
28.99213,-80.79974
29.04696,-80.78974
28.98946,-80.8059
29.02046,-80.78307
29.0373,-80.77907
29.00146,-80.7744
29.41279,-81.0739
29.13363,-80.83157
29.1313,-80.83324
28.8353,-80.63324
29.98463,-81.0939
29.94346,-81.07274
29.88363,-81.03757
30.41363,-81.38274
29.09746,-80.81707
29.12313,-80.82757
29.1548,-80.85174
29.21263,-80.8749
29.12646,-80.83007
29.55079,-80.9104
29.58896,-81.00724
29.24246,-80.7664
29.57213,-81.0674
30.28163,-81.31057
30.08146,-81.32274
30.03829,-81.31424
30.04479,-81.3229
29.99763,-81.29507
30.05629,-81.32524
29.78296,-81.0789
29.71579,-81.04807
29.67829,-81.19024
29.30596,-80.92157
29.71646,-81.05174
29.30796,-80.92074
29.33213,-80.91857
30.28479,-81.17707
30.18029,-81.3059
30.10613,-81.32824
30.33196,-81.25674
30.29496,-81.22874
31.18596,-81.2159
29.83963,-81.2494
29.92629,-81.16024
29.72579,-81.15907
29.38613,-81.07307
29.41196,-81.08574
29.35829,-81.0594
29.36829,-81.06374
29.64229,-81.1139
30.58263,-80.97624
29.3183,-81.03924
29.68296,-81.0744
29.43613,-81.0974
29.45579,-81.10707
29.42779,-81.09324
29.68379,-81.0989
29.65013,-81.1949
29.67563,-81.20657
29.51446,-81.1349
29.59963,-81.1764
29.49513,-81.12607
29.50779,-81.13224
21.870241,-159.439711
21.36093,-158.011538
21.320139,-157.96868
39.964,-70.988
39.965,-70.988
40.004,-71.013
40.019,-71.023
39.996,-71.008
40,-71.011
39.985,-71.001
39.857,-71.569
39.893,-70.943
39.728,-70.84
39.96,-70.985
39.963,-70.987
39.95,-70.979
39.959,-70.985
39.964,-70.255
39.805,-71.331
39.505,-71.332
39.549,-71.361
39.97,-71.282
39.973,-71.286
39.975,-71.288
39.979,-71.292
39.953,-71.261
39.889,-71.182
39.925,-71.226
39.935,-71.239
39.931,-71.351
39.927,-71.35
39.974,-71.358
39.936,-71.241
39.89,-71.184
39.973,-70.258
39.982,-70.26
39.871,-71.16
39.887,-71.18
39.817,-71.094
39.89,-69.959
39.902,-69.973
39.9,-69.97
39.927,-70
39.934,-71.351
39.935,-71.352
39.916,-71.349
39.932,-71.351
39.933,-71.351
39.921,-71.35
39.931,-71.351
39.747,-70.196
39.789,-70.207
39.944,-71.249
39.673,-70.235
39.712,-70.186
39.671,-70.234
39.954,-71.262
39.952,-71.26
39.862,-69.756
39.859,-69.923
39.89,-69.958
40.336,-68.162
40.001,-71.012
40.247,-71.167
40.002,-71.012
39.983,-71.001
39.989,-71.004
39.98,-70.999
39.982,-71
39.992,-71.006
39.989,-71.004
39.991,-71.005
39.971,-70.993
39.969,-70.992
39.975,-70.995
39.963,-70.988
39.966,-70.99
40.005,-71.014
39.917,-71.348
39.847,-71.338
39.874,-71.342
39.909,-71.347
39.916,-71.348
39.906,-71.346
39.907,-71.347
39.96,-70.986
39.892,-70.943
39.961,-70.986
39.994,-71.007
39.946,-71.252
39.935,-71.239
39.951,-71.259
39.749,-71.01
39.963,-70.987
39.899,-70.947
39.845,-70.913
39.84,-70.909
39.845,-71.127
39.783,-71.052
39.977,-70.996
39.97,-70.991
39.979,-70.997
39.996,-71.008
39.986,-71.002
40,-71.011
39.998,-71.009
39.964,-71.274
39.973,-70.994
39.975,-70.995
39.979,-70.998
39.937,-71.352
39.944,-71.353
39.933,-71.351
39.974,-71.287
39.554,-70.772
39.676,-70.921
39.961,-71.271
39.911,-71.208
39.946,-71.252
39.942,-71.247
39.955,-71.263
39.954,-71.262
39.935,-71.238
39.919,-71.219
39.94,-71.244
39.936,-71.24
39.884,-71.175
39.864,-71.15
39.846,-71.128
39.784,-71.052
39.735,-70.844
39.92,-71.35
39.922,-71.35
39.913,-71.348
39.915,-71.349
39.926,-71.35
39.929,-71.351
39.915,-71.349
39.922,-71.35
39.988,-71.304
39.99,-71.306
39.973,-71.285
39.955,-71.264
39.979,-71.293
39.946,-71.252
39.839,-71.12
39.814,-70.894
39.836,-70.908
39.807,-70.89
39.65,-71.429
39.87,-70.929
39.878,-71.584
39.841,-70.911
39.845,-71.561
39.849,-70.916
39.968,-70.992
39.581,-71.384
39.905,-70.951
39.993,-71.311
39.99,-71.307
39.961,-71.356
40.001,-71.321
38.13,-75.12
37.5,-73.81
38.07,-75.11
38.07,-75.11
39.86,-71.72
39.9,-71.52
39.91,-71.51
39.9,-71.52
40.02,-71.46
39.96,-71.48
39.95,-71.49
39.92,-71.5
39.85,-70.31
39.84,-70.31
39.85,-70.31
39.84,-70.11
40.0064,-70.8655
39.9128,-71.0065
39.8718,-71.5016
39.6836,-71.4394
36.864118,-74.411767
36.727103,-74.636035
36.421801,-74.925569
36.727268,-74.651017
35.765152,-74.696733
35.689602,-74.676979
36.120126,-74.767569
35.687724,-74.796584
35.689358,-74.837396
30.428412,-80.331955
30.361182,-80.202478
36.670878,-75.158004
36.670709,-75.21472
36.426997,-74.600528
36.876578,-74.674738
36.87584,-74.639535
36.498347,-74.723984
36.881669,-74.943499
36.875285,-74.611979
36.798209,-74.909052
36.562227,-74.64808
37.24266,-74.432529
37.243088,-74.410093
37.241922,-74.442437
36.723147,-74.976228
36.796665,-74.910994
36.573574,-74.703388
36.942809,-74.82912
37.019466,-74.513415
36.792353,-74.436562
36.798162,-74.777665
36.346925,-74.728054
30.104343,-80.22753
30.16144,-80.648516
30.234046,-80.221614
30.501893,-80.427584
29.969677,-80.197307
35.825839,-74.850283
35.62065,-75.001321
35.827522,-74.864179
35.68774,-74.9811
36.121577,-74.694327
36.041683,-74.543002
36.122183,-74.790404
36.041794,-74.605943
36.041872,-74.658562
35.978271,-74.900873
35.690544,-74.752556
36.041827,-74.61111
36.043931,-74.836769
35.6203,-75.101917
35.97436,-74.76311
35.825873,-74.693336
35.474783,-74.880079
35.403382,-74.877536
36.041866,-74.630926
36.042038,-74.709698
35.827457,-74.575852
6.067072,-52.982663
6.016287,-53.582355
5.945003,-53.359313
5.887983,-53.289788
5.810363,-53.19208
5.644017,-52.96051
5.54084,-52.822958
5.506675,-52.783603
5.446902,-52.153588
5.200362,-52.3727
5.098758,-52.212088
-19.799903,163.480248
-19.293045,162.05548
6.072738,-52.979438
6.018663,-53.738565
5.947312,-53.362057
5.889345,-53.29152
5.84698,-53.355703
5.81076,-53.21355
5.658628,-52.968105
5.543207,-52.821033
5.482028,-52.755295
5.201515,-52.371348
5.10047,-52.210105
-19.789473,163.461785
-19.16741,162.494885
6.01542,-52.977915
5.935905,-53.069853
5.886922,-53.288383
5.838132,-53.586162
5.809862,-53.214575
5.640938,-52.979557
5.54063,-52.818063
5.505538,-52.782322
5.199498,-52.373708
5.094412,-52.21701
-19.813815,163.494795
6.064758,-53.507465
5.934158,-53.071878
5.879818,-53.13426
5.8357,-53.223428
5.809257,-53.215257
5.609732,-52.944958
5.53817,-52.574357
5.50262,-52.767498
5.441927,-52.632373
5.04007,-52.145453
-13.207958,-179.479483
-20.01252,163.672967
-20.0793,163.746182
-22.86422,166.550318
-21.102945,164.765682
-22.590325,166.891678
6.06666,-53.669407
6.013985,-53.585267
5.934955,-53.347147
5.886268,-53.126827
5.836488,-53.18391
5.637852,-52.800023
5.539325,-52.821217
5.505538,-52.782322
5.441927,-52.632373
5.199498,-52.373708
5.040803,-52.145028
-20.1399,163.780577
-19.825783,163.506678
-21.518317,164.636475
-22.388617,166.842655
6.063343,-52.984803
6.012227,-53.587388
5.933245,-53.345055
5.878373,-53.277732
5.83535,-53.185282
5.808182,-53.189338
5.535502,-52.812127
5.498448,-52.774143
5.436325,-52.632365
5.198347,-52.375057
5.037515,-52.146965
-19.761883,163.410932
-20.760338,165.2323
-19.987443,163.65082
-20.792872,165.265992
6.05079,-52.936653
6.010462,-53.589468
5.876737,-53.275658
5.833055,-53.188002
5.80535,-53.185942
5.604847,-52.234972
5.533695,-52.814712
5.497047,-52.726877
5.432198,-52.634797
5.196295,-52.229697
-11.541557,-176.172387
-19.749355,163.357313
-20.667677,165.21475
-20.6905,165.058573
6.041413,-53.553007
6.008685,-53.591537
5.932653,-53.344383
5.873167,-53.271193
5.832942,-53.219970000000004
5.80524,-53.21967
5.585968,-52.608792
5.496335,-52.722047
5.423265,-52.444992
5.195773,-52.378117
5.034617,-52.148683
-13.232823,-176.223058
-19.749067,163.356202
-20.590513,165.036352
15.459993,-62.10891
6.036593,-53.558408
5.993295,-53.493938
5.926385,-53.336807
5.912998,-53.320407
5.87146,-53.269175
5.823695,-53.368813
5.80145,-53.181055
5.571947,-52.857308
5.533582,-52.809877
5.49484,-52.712487
5.354605,-52.605552
5.192363,-52.382155
4.981245,-52.179713
-13.233459999999999,-176.233842
-20.535285,165.01773
-21.770395,165.739485
16.128602,-58.918737
6.040105,-52.949378
5.999273,-53.644065
5.927547,-53.338175
5.871827,-53.143293
5.825707,-53.196375
5.80371,-53.183833
5.57343,-52.855947
5.533663,-52.812147
5.495315,-52.715525
5.35671,-52.521188
5.195202,-52.378792
5.026065,-51.992805
-20.588855,165.035913
-21.621638,165.446892
-22.625072,166.56664
-22.961142,166.832385
-22.11565,167.94532
-22.908343,166.628668
-22.40432,166.542703
-22.96242,167.041915
-22.396782,166.92309
-19.756122,166.227417
-22.077413,166.022587
-5.28515,57.85882
-18.07371,58.75384
-5.48415,57.5899
-5.84714,53.65773
-20.11145,57.76734
-4.13229,55.19546
-5.75324,53.28747
-5.37669,57.28129
-4.7758,55.71822
-5.00046,57.15401
-4.70725,55.75943
-3.69853,56.32313
-4.76914,55.72219
-12.67327,46.70348
-9.5127,-140.02176
-9.23916,-141.26506
-13.42409,47.70811
-9.1428,-140.34619
-8.91821,-141.46791
-9.3649,-141.3222
-17.6017,43.42233
-23.52976,42.18608
-9.61609,-140.25108
-9.23541,-141.70975
-9.45137,-141.25299
-17.2044,43.41989
-18.53474,43.87132
-17.44068,43.34297
-12.33694,46.46095
-9.55165,-140.11203
-9.48577,-141.52502
-8.9578,-140.21692
-18.27637,42.51069
-17.49119,43.44376
-17.47013,43.34823
-12.68629,47.91245
-12.33377,46.45918
-9.25683,-139.9933
-8.97532,-140.23483
-16.96579,43.38933
-22.66721,40.60268
-11.94193,48.02935
-12.46464,46.23568
-10.80506,-140.27759
-8.99749,-140.2543
-11.95612,47.92469
-12.79947,45.32864
-10.19413,-141.20366
-9.04346,-140.40292
-18.61684,55.31565
-17.79598,43.53536
-12.90086,47.79271
-12.33296,46.45875
-9.36996,-140.60445
-8.99515,-140.3779
-7.72559,-140.77364
-22.28635,53.53447
-21.54021,43.23425
-22.05688,40.96335
-17.46099,43.39272
-11.21328,-141.13205
-9.0479,-141.64622
-10.55925,-137.9998
-8.88918,-140.26996
-7.82287,-140.01419
-15.74112,-150.69487
-7.6996,-138.23555
-23.55563,-149.59123
-17.63274,-149.95364
5.31796,-52.43769
5.87289,-51.88952
