latitude,longitude
-1.2542,-81.0735
-1.2785,-81.0914
-3.2344,-81.012
-1.2639,-81.0841
-3.1645,-81.1833
-3.1577,-81.1566
-1.7781,-81.1996
-3.1671,-80.6785
-3.3075,-81.0842
-1.2655,-81.0892
-2.9848,-81.0044
-3.2464,-81.0086
-1.2684,-81.1009
-3.5487,-81.1259
-3.3333,-80.9075
-3.2365,-80.9631
-3.3856,-81.012200000000007
-3.3879,-81.0182
-3.3507,-80.9258
-3.2257,-80.9989
-1.925,-81.2563
-3.451,-80.9267
-3.3643,-80.9571
-3.2077,-80.8277
-0.1747,-81.9196
-0.2476,-82.0885
-0.5919,-81.5424
-0.3448,-81.3908
-2.5333,-81.2704
-1.5504,-81.6385
-2.0456,-81.0699
-2.5168,-81.2762
-3.3011,-80.1123
-2.8943,-81.3537
-3.3094,-80.2002
-3.308,-80.2092
-3.3021,-80.1138
-1.2847,-81.0928
-1.2647,-81.0622
-1.2339,-81.0964
-1.2671,-81.0314
-3.3162,-80.3356
-1.752,-81.0816
-3.3052,-80.2418
-2.8677,-81.3662
-3.2879,-80.1984
-1.7852,-81.099
-0.3428,-81.9831
-1.1348,-81.6294
-0.2482,-82.1056
-1.2731,-81.0822
-1.8007,-81.1603
-2.2166,-81.1502
-1.2464,-81.074700000000007
-1.5516,-81.1511
-1.2609,-81.088
-1.2647,-81.0855
-1.3286,-81.1084
-1.2554,-81.109
-3.2456,-80.9659
-3.235,-80.8303
-3.2871,-80.2081
-2.1512,-81.0962
-3.2834,-80.1106
-1.8388,-81.0412
-2.9078,-81.3511
-1.3813,-81.0894
-1.8261,-81.0523
-3.0073,-80.9365
-3.0829,-80.6086
-3.2349,-81.0093
-3.0666,-80.9365
-3.0747,-80.9519
-2.1862,-81.1294
-2.1895,-81.1379
-3.7563,-81.2674
-4.0345,-81.4242
-3.7822,-81.0973
-3.9656,-81.3158
-3.0651,-81.2343
-3.0584,-81.2162
-3.3028,-81.0912
-3.7275,-80.977
-3.4482,-81.1742
-1.3839,-81.0816
-1.2637,-81.082
-1.3053,-81.0487
-1.2907,-81.086
-1.2622,-81.0894
-1.8316,-81.0421
-3.4215,-80.7102
-3.5311,-80.9266
-3.3353,-80.91
-1.3838,-81.0794
-1.2646,-81.0876
-1.2589,-81.0804
-3.3515,-81.0064
-3.0656,-80.8494
-1.2622,-81.0808
-3.4058,-81.0289
-3.1498,-81.3162
-3.0937,-81.1374
-3.0482,-81.0677
-3.4244,-81.1045
-3.4158,-81.0033
-3.5366,-81.0222
-1.7778,-81.5216
-1.7945,-81.5226
-1.0942,-81.5358
-1.5331,-81.2088
-1.1687,-81.7146
-1.1503,-81.6845
-1.4719,-82.0786
-1.2674,-81.0646
-1.2595,-81.0801
-1.2673,-81.0813
-2.7716,-81.1805
-2.1912,-82.1066
-2.8103,-81.3282
-3.0692,-80.928
-2.7307,-81.1289
-3.1294,-80.8939
-3.4104,-81.2075
-3.1477,-80.775
-3.1492,-80.7842
-3.2668,-80.8491
-3.2497,-80.8386
-3.338,-80.9954
-3.2926,-81.0205
-3.214,-80.9898
-3.3216,-81.0038
-3.0963,-80.9984
-3.6946,-80.907
-3.629,-80.8699
-1.9016,-80.9418
-2.9898,-80.9988
-1.9965,-81.3632
-2.8992,-81.3516
-1.57,-83.7812
-2.7377,-81.196
-3.336,-80.9058
-1.7376,-83.5576
-2.8225,-81.2093
-3.4242,-80.7116
-1.7759,-81.1389
-1.8872,-83.4036
-3.4972,-80.9441
-1.7565,-81.0803
-1.9255,-83.9992
-0.822,-80.8402
-0.3862,-80.6577
-1.9166,-84.115
-1.9127,-84.1117
-3.0719,-80.984
-2.655,-81.2459
-1.7298,-83.9992
-0.4571,-80.4894
-2.0065,-83.4756
-2.0067,-83.5018
-1.184,-81.23
-1.8596,-83.8033
-1.6521,-80.8852
-3.1718,-81.1209
-1.5196,-81.4786
-3.1625,-81.1712
-3.3883,-81.0121
-2.1022,-83.0993
-1.7665,-81.1492
-2.6705,-81.1124
-2.0962,-83.1144
-2.0644,-81.0757
-3.4016,-81.2043
-2.0613,-83.2247
-2.9859,-81.0826
-2.5287,-81.1386
-3.0312,-81.0924
-0.0493,-82.2397
-2.06,-83.2362
-2.1594,-81.2483
-1.7874,-81.5558
-1.3418,-81.1514
-0.8837,-81.25
-1.0236,-81.1431
-1.258,-81.0836
-1.2505,-80.9413
-1.2515,-81.0692
-2.2287,-82.9911
-3.9607,-81.3956
-2.9831,-80.9962
-2.2814,-81.3146
-3.6936,-80.9172
-3.6096,-80.8639
-1.4745,-81.5776
-3.4931,-80.8058
-3.4806,-80.8847
-3.5397,-80.9304
-3.7498,-80.9605
-2.7325,-81.1983
-2.0352,-83.2181
-2.4883,-82.257
-2.8293,-81.2312
-3.7484,-81.3757
-2.817,-81.2046
-3.4202,-80.7101
-1.885,-81.6575
-2.203,-82.9461
-1.8842,-83.973
-1.5925,-83.687
-1.6598,-83.671
-2.3417,-81.26
-3.3547,-80.9717
-2.568,-81.3287
-1.4989,-80.8231
-2.9836,-80.985
-3.1759,-81.1062
-0.5721,-81.3935
-1.6505,-81.2884
-0.8822,-81.2537
-1.7011,-81.8188
-1.5006,-81.5421
-1.2865,-81.0795
-0.4918,-82.0067
-1.0321,-81.1338
-3.4928,-81.817
-3.7472,-81.4815
-3.6186,-80.8455
-2.6013,-81.2945
-2.3278,-81.2806
-3.0738,-81.1177
-3.5395,-81.0041
-3.4912,-81.0172
-2.8279,-81.2041
-2.6276,-81.261
-2.7243,-81.1952
-2.8008,-81.1889
-3.1608,-81.118
-3.1723,-81.1267
-3.1665,-81.192
-3.3835,-81.0131
-0.9704,-81.7021
-1.5753,-83.7708
-3.1119,-81.0403
-3.3629,-81.2562
-1.961,-83.1357
-3.5014,-81.1918
-3.0972,-81.0519
-0.8509,-81.704
-1.9045,-81.5463
-2.9705,-81.0019
-2.4304,-82.3246
-2.9819,-81.0663
-1.9731,-81.5334
-3.2464,-81.0071
-2.9992,-81.0999
-3.458,-81.2425
-1.4272,-81.4451
-1.9532,-83.0776
-3.2441,-80.9614
-3.085,-80.7574
-1.8976,-83.9665
-3.4484,-81.2364
-1.9682,-84.1476
-1.1592,-81.655
-3.2857,-81.3051
-1.2855,-81.4647
-1.919,-84.1136
-3.3015,-81.3012
-3.4055,-81.2091
-3.4091,-81.2068
-3.0044,-81.079
-1.7857,-81.0995
-1.7611,-81.0995
-3.2104,-80.9782
-3.2868,-81.0662
-1.0308,-81.1343
-1.5563,-80.816
-2.6956,-81.0972
-2.7613,-81.1227
-3.4565,-81.2319
-3.449,-81.2298
-3.4576,-81.2244
-3.4583,-81.2379
-3.4327,-81.2297
-2.6275,-81.261
-2.5527,-81.2433
-3.4456,-81.2283
-2.6024,-81.2263
-3.3252,-81.209
-3.0753,-80.9917
-1.2765,-81.0842
-1.2682,-81.0626
-3.067,-80.9863
-1.3,-81.0788
-2.8106,-81.2647
-1.2873000000000001,-81.0989
-2.6347,-81.2609
-3.3867,-81.017
-3.3643,-80.9571
-3.3464,-80.9696
-3.675,-80.9041
-2.9677,-81.4654
-2.286,-81.275
-3.1571,-80.8143
-1.2567,-81.0587
-3.2846,-80.7907
-1.264,-81.0885
-1.2603,-81.0925
-1.2602,-81.0902
-3.1947,-81.5751
-2.7708,-81.1827
-5.3301,-81.7291
-4.0192,-81.4355
-3.7561,-81.2612
-4.092,-81.6659
-3.963,-81.3193
-3.3033,-81.0907
-3.9146,-81.463
-1.0585,-81.1621
-3.6735,-80.8651
-1.5544,-81.1795
-3.2955,-80.8131
-1.9999,-81.3622
-1.0891,-81.0093
-3.5312,-80.933
-1.3014,-81.1218
-3.5399,-80.9272
-1.3742,-81.2258
-3.7538,-80.9553
-1.2911,-81.0654
-1.8013,-81.0909
-3.7433,-80.9527
-1.7972,-81.0635
-1.8451,-81.0277
-1.7988,-81.1047
-3.45,-80.8471
-2.996,-80.98
-3.4291,-80.7102
-3.4933,-80.8246
-1.2627,-81.0497
-1.2677,-81.1046
-1.2641,-81.0508
-3.2506,-80.9841
-3.0229,-81.3004
-3.0024,-81.3786
-3.2054,-81.1541
-3.128,-81.2638
-2.785,-81.3095
-2.8502,-81.3556
-2.866,-81.3413
-2.6087,-81.3328
-2.2407,-81.9489
-2.9592,-81.013
-2.9596,-81.0094
-3.0533,-81.1576
-1.5558,-80.8196
-1.5754,-81.684
-1.305,-80.8414
-2.9208,-81.3498
-2.9701,-81.4146
-2.7205,-81.2692
-2.7509,-81.2457
-3.1758,-81.3878
-3.2108,-81.3784
-2.8823,-81.4232
-3.1659,-81.3971
-3.3456,-81.3947
-3.3252,-81.1614
-2.8189,-81.2183
-2.7973,-81.211
-2.5618,-81.2559
-2.6033,-81.2152
-2.7401,-81.1935
-2.7269,-81.1965
-3.3566,-80.9635
-3.3278,-80.9727
-3.0677,-80.9936
-2.6315,-81.2654
-3.6846,-80.9147
-3.4739,-80.8884
-3.5344,-80.9314
-3.5325,-80.9294
-3.7456,-80.956
-2.9127,-81.1699
-3.2553,-80.9926
-3.4193,-80.7225
-3.4241,-80.7082
-2.8868,-81.2356
-3.8582,-81.5828
-3.8394,-80.9978
-3.8949,-81.5332
-3.8816,-80.8739
-3.8906,-80.9221
-3.8855,-80.9642
-2.186,-81.1295
-2.2302,-81.2068
-2.1375,-81.0997
-2.2204,-81.1529
-2.1982,-81.1346
-3.8539,-80.857
-3.7885,-80.9896
-3.8108,-81.0174
-3.8087,-81.0628
-3.7672,-81.1442
-3.8416,-80.8575
-3.991,-81.0514
-3.8799,-80.998
-1.2566,-81.0656
-1.2593,-81.0726
-1.2661,-81.0849
-2.523,-81.2788
-2.6428,-81.1202
-1.6927,-81.1354
-1.9802,-81.2053
-1.3473,-81.1244
-1.27,-81.0891
-0.9983,-80.9114
-1.2602,-81.0816
-1.2664,-81.0819
-1.1273,-80.9737
-0.6764,-80.7143
-1.5483,-81.4491
-1.7609,-81.127
-2.0833,-81.2695
-0.7812,-80.7904
-1.4502,-81.1238
-1.1598,-81.2439
-1.4824,-81.137
-0.6657,-80.7901
-0.9162,-81.0412
-1.2642,-81.0842
-3.4402,-81.1732
-2.7772,-81.1445
-2.8013,-81.119
-1.7949,-81.592
-2.8886,-81.3154
-1.7778,-81.8088
-1.7809,-81.4813
-0.5493,-82.4555
-0.3395,-82.2799
-1.4323,-81.37
-1.6211,-81.4474
-3.964,-81.3267
-3.961,-81.3581
-2.5057,-81.305
-3.0607,-81.1949
-3.8778,-81.5
-2.0504,-81.0722
-2.528,-81.1371
-2.521,-81.2787
-0.2555,-82.2938
-0.5525,-81.8574
-3.8486,-80.8382
-1.8523,-81.2289
-1.69,-81.1273
-2.1811,-81.0969
-3.7413,-80.8408
-2.1106,-81.2728
-2.0386,-81.0755
-1.2636,-81.0694
-1.2546,-81.0709
-3.6845,-80.7973
-3.6483,-80.7404
-3.5697,-80.7052
-3.6018,-80.7327
-3.591,-80.7085
-3.4092,-80.5808
-3.4121,-80.5672
-3.5399,-80.6827
-3.4283,-80.5923
-0.435,-80.5411
-0.4559,-80.4662
-0.4354,-80.4869
-1.2547,-81.0912
-1.2613,-81.0802
-1.2438,-81.0508
-1.2727,-81.0585
-1.2497,-81.0565
-1.8003,-81.1429
-0.4404,-80.7019
-3.9139,-80.9514
-3.9393,-81.3196
-3.9209,-81.5089
-3.7969,-80.9103
-3.8579,-80.9686
-3.8174,-80.9205
-1.0534,-81.092
-3.9498,-81.1356
-1.1323,-81.2396
-3.2405,-80.2741
-0.8249,-80.8012
-3.9748,-81.1741
-0.8056,-80.79
-0.4512,-80.6582
-0.5614,-80.7092
-0.4306,-80.5946
-1.5503,-81.3516
-1.3571,-81.1882
-1.4887,-81.2548
-2.6472,-81.1173
-2.0737,-81.1797
-0.4344,-82.0102
-0.5591,-81.8464
-1.0367,-81.5727
-0.236,-82.1768
-1.1314,-81.6804
-1.0381,-81.1442
-1.1252,-81.6672
-2.0486,-81.0707
-2.1765,-81.0833
-1.7775,-81.4899
-2.0632,-83.2299
-2.8089,-81.283
-2.0686,-83.2106
-1.5248,-81.1608
-2.2243,-83.0101
-1.9846,-81.565
-1.1739,-81.7293
-1.091,-81.5518
-1.5628,-81.6891
-1.406,-82.0479
-2.0509,-81.8656
-3.9679,-81.3181
-1.8685,-83.7827
-3.2999,-81.089
-3.0638,-81.2324
-2.006,-83.4864
-1.7389,-83.9989
-1.3784,-81.518
-3.0412,-81.1578
-1.5598,-81.3964
-2.5162,-81.3201
-0.8178,-81.7017
-2.3342,-81.313
-1.2377,-81.6352
-2.3502,-81.4635
-2.4505,-81.5508
-0.3371,-81.9854
-0.7842,-81.7064
-1.6142,-81.6377
-1.7332,-81.8428
-1.9398,-81.6487
-2.3734,-81.1267
-1.5722,-82.1489
-2.9665,-81.0128
-2.0968,-81.6735
-3.0621,-81.1606
-1.9801,-81.7199
-1.4005,-81.637
-1.5347,-81.8808
-1.2438,-81.1747
-1.6725,-81.9838
-1.4933,-81.8984
-1.7504,-81.112
-1.2969,-81.1176
-1.2769,-81.1409
-0.6266,-81.5908
-2.6801,-81.2902
-2.736,-81.2789
-0.4194,-81.6554
-1.3536,-81.7758
-2.924,-81.1368
-3.5757,-81.1743
-1.1084,-81.792
-3.5323,-81.2062
-3.5281,-81.2135
-2.2124,-81.2209
-1.266,-81.1296
-0.3312,-81.9956
-1.7556,-81.5958
-0.715,-81.0007
-1.9177,-81.6553
-0.2025,-82.0853
-1.9348,-81.6642
-0.1238,-81.6512
-1.6915,-81.688
-0.7001,-80.9292
-1.4849,-81.9089
-1.482,-81.9104
-1.3852,-81.6766
-1.5996,-81.9734
-1.5653,-81.0794
-1.3684,-81.8688
-1.5593,-81.1164
-1.3957,-81.7022
-1.9422,-81.1335
-1.8147,-81.3494
-1.9943,-81.0681
-1.9952,-81.1069
-2.5101,-81.1245
-1.1657,-81.2227
-1.2723,-81.2681
-2.4954,-81.124
-2.6593,-81.186
-2.58,-81.109
-1.9017,-81.421
-2.4098,-81.354
-1.55,-81.0929
-1.2656,-81.1079
-1.2567,-81.0892
-1.5659,-81.0753
-1.4502,-81.8919
-1.273,-81.0844
-1.4273,-81.228
-1.2259,-81.0611
-1.342,-81.1215
-1.2951,-81.1227
-1.2689,-81.1026
-2.2293,-81.1492
-1.9015,-81.2578
-1.2648,-81.132
-4.0307,-81.4068
-3.7311,-81.4264
-3.9664,-81.3269
-3.692,-81.3428
-1.9848,-81.7168
-2.1019,-81.6721
-1.9804,-81.7208
-1.0784,-81.5837
-1.5578,-81.4351
-0.3382,-81.9957
-0.809,-81.7049
-1.3898,-81.6912
-1.566,-81.0685
-1.4264,-82.0406
-2.8057,-81.1113
-2.7802,-81.1557
-1.4006,-81.6366
-1.0858,-81.2235
-1.0732,-81.4883
-1.2646,-81.1174
-1.4629,-81.9036
-1.5536,-81.1042
-3.0667,-81.1911
-1.4013,-81.6477
-3.055,-81.2025
-3.4494,-81.1741
-1.5343,-81.8824
-1.4067,-82.054
-1.1821,-81.7469
-1.6577,-81.9499
-1.5794,-81.8107
-1.317,-82.0092
-1.4083,-81.7704
-1.6319,-81.9143
-0.7439,-82.1064
-0.2967,-81.4364
-1.1118,-81.802
-1.0758,-81.8211
-1.9204,-81.3202
-1.357,-81.778
-2.4974,-81.1254
-2.2637,-81.2164
-1.4341,-81.2362
-1.3164,-81.8473
-1.3616,-81.2368
-1.3326,-81.586
-1.5249,-81.8531
-0.1925,-81.8459
-1.3569,-81.2329
-0.1937,-81.8398
-1.017,-81.8737
-1.948,-81.6307
-1.3964,-81.6359
-1.9745,-81.6586
-1.4529,-81.8921
-2.147,-81.667
-1.977,-81.2795
-1.2943,-81.327
-0.248,-82.0882
-0.3312,-81.9961
-0.0746,-81.2761
-2.1858,-81.2563
-2.6878,-81.0863
-1.995,-81.1053
-1.9968,-81.1817
-2.0409,-81.0279
-1.9914,-81.1204
-2.2209,-81.1136
-2.1493,-81.1068
-2.2032,-81.2055
-2.1877,-81.1073
-2.654,-81.1864
-1.9073,-81.4026
-2.1859,-81.1229
-2.2206,-81.1518
-1.7689,-81.1974
-1.5263,-81.1583
-2.5301,-81.2726
-1.9968,-81.0846
-2.0387,-81.0723
-2.1963,-81.1355
-2.5206,-81.2774
-2.529,-81.1368
-1.2744,-81.1364
-1.2522,-81.0593
-1.3364,-81.1315
-1.2672,-81.0842
-3.0953,-81.2452
-3.1061,-81.2565
-1.2869,-81.0893
-1.1151,-80.9518
-1.259,-81.0813
-3.7654,-81.2641
-1.2636,-81.083
-2.425,-81.2016
-3.1269,-81.2844
-1.2445,-81.0826
-2.579,-81.2169
-1.255,-81.0867
-3.1249,-81.3034
-3.1121,-81.2776
-3.1257,-81.2855
-1.2433,-81.0626
-3.1241,-81.2854
-1.4804,-81.1385
-1.261,-81.074700000000007
-1.2948,-81.0929
-3.06,-81.1946
-2.7894,-81.1518
-1.3518,-81.091
-1.294,-81.0885
-1.2617,-81.0893
-1.7618,-81.1496
-2.1701,-80.9992
-2.1342,-80.9243
-2.2851,-80.977
-2.2228,-80.988
-1.9751,-81.6476
-2.1482,-81.668
-1.3493,-81.561
-1.538,-81.146
-1.375,-81.1136
-1.2625,-81.0806
-0.8715,-81.6785
-2.3919,-81.4412
-2.4053,-81.4287
-0.568,-81.6264
-2.1885,-81.1233
-1.6968,-81.5935
-2.3184,-81.5151
-1.957,-81.2632
-2.365,-81.5027
-1.9601,-81.7095
-1.317,-81.0929
-4.0241,-81.3715
-3.9659,-81.3292
-3.8748,-81.5058
-1.8118,-81.4785
-1.1093,-81.3821
-3.0638,-81.1974
-2.7969,-81.1274
-2.7643,-81.1266
-2.8858,-81.2957
-2.5287,-81.3245
-2.4941,-81.3175
-2.3425,-81.3108
-2.3376,-81.3118
-1.4774,-81.9592
-1.3892,-81.6421
-2.2076,-80.9342
-1.642,-81.9254
-1.9475,-81.6491
-1.3361,-82.0175
-2.1939,-81.2528
-1.055,-81.5316
-2.6189,-81.4006
-2.5604,-82.5649
-1.9889,-81.7114
-3.6065,-81.6322
-3.7613,-81.4857
-0.251,-82.0841
-3.7572,-81.483
-0.6011,-81.5391
-1.0379,-81.5241
-3.6395,-81.345
-1.0379,-81.8566
-2.4528,-81.8603
-3.1837,-81.9721
-3.2006,-81.9659
-3.4346,-81.8683
-3.4585,-81.8359
-2.4029,-82.4162
-2.7954,-82.1337
-2.7221,-81.2724
-3.5315,-81.2051
-3.5282,-81.2183
-3.6332,-81.331
-2.1938,-80.9194
-3.7534,-81.4824
-2.5223,-81.2782
-2.0659,-80.9502
-2.3136,-80.925
-2.1929,-80.9784
-2.1865,-81.1369
-2.2315,-80.9716
-2.0765,-81.1902
-2.2084,-81.1179
-2.6838,-81.0909
-2.5335,-81.269
-2.3545,-82.4808
-3.7518,-81.2255
-3.4922,-81.4934
-1.2545,-80.9793
-2.6187,-81.2739
-3.5757,-81.1757
-1.5564,-80.8167
-2.1881,-81.1294
-1.8868,-83.4064
-2.3542,-81.4842
-1.9706,-83.1752
-2.1855,-81.1156
-2.4108,-81.4251
-1.9705,-83.1378
-2.2167,-81.1528
-1.9757,-81.6982
-2.0425,-82.7815
-1.9663,-81.2431
-1.7004,-81.5709
-2.3809,-81.5735
-1.9133,-84.1123
-1.9625,-81.7243
-1.7246,-83.992
-2.3465,-81.6243
-1.7304,-81.8372
-2.015,-81.489
-1.5742,-83.7753
-1.739,-83.556
-1.9632,-81.4591
-1.734,-81.8421
-1.9219,-81.658
-3.5976,-81.1016
-1.605,-81.6124
-1.9217,-83.9957
-3.6258,-81.1013
-2.2051,-81.0988
-2.0395,-81.0746
-3.1923,-81.9689
-2.1987,-81.1026
-2.8068,-82.1256
-2.4107,-82.4079
-2.3837,-82.4282
-2.0466,-82.7726
-2.0324,-82.8027
-2.0038,-81.0931
-1.9897,-81.1214
-2.0038,-81.1084
-2.0737,-80.9704
-2.0417,-81.0179
-2.0291,-81.0585
-2.0298,-81.0212
-2.0073,-83.4949
-1.8666,-83.7936
-2.2258,-83.0063
-2.1029,-83.1055
-2.057,-83.2293
-3.7572,-81.4834
-2.3883,-81.5629
-3.6178,-81.631
-2.5498,-81.3281
-3.5958,-81.649
-2.5921,-81.3328
-2.9952,-80.9931
-3.4333,-81.8533
-3.2103,-81.9649
-1.567,-83.7862
-1.734,-83.9935
-1.913,-84.1125
-1.9244,-83.9994
-1.8588,-83.803
-2.0073,-83.5025
-2.0065,-83.4819
-1.7015,-81.8266
-0.6735,-81.924
-2.1988,-81.576
-2.5471,-81.1861
-1.5951,-81.1881
-1.227,-81.2625
-1.7303,-81.8358
-1.9732,-83.1571
-1.8889,-83.402
-3.5524,-81.6657
-3.5269,-81.201
-1.7459,-83.5506
-2.6441,-81.2731
-1.5868,-83.7749
-2.3927,-81.1198
-3.0589,-81.1513
-3.1696,-80.9973
-2.3668,-81.5422
-1.918,-81.6542
-2.6656,-81.3111
-2.9652,-81.1803
-3.5315,-81.2042
-3.1264,-80.9657
-2.6185,-81.2784
-2.6189,-81.2744
-3.4955,-81.4965
-3.2313,-80.9572
-2.6195,-81.2702
-3.7434,-81.2633
-3.7295,-81.3182
-3.4458,-81.8283
-3.6082,-81.6363
-3.5876,-81.1693
-3.6257,-81.1009
-3.7489,-81.4886
-3.7566,-81.502
-3.2611,-81.0846
-2.4037,-82.4096
-2.8057,-82.1099
-3.2702,-81.0862
-2.9285,-82.0696
-3.1723,-82.3478
-3.2485,-81.0719
-2.0608,-83.2238
-2.0966,-83.1067
-2.224,-83.0089
-1.6857,-83.6496
-2.0468,-82.7719
-3.4466,-81.8391
-2.7868,-82.1308
-2.394,-82.4273
-2.0402,-82.7938
-1.9671,-83.1494
-1.7332,-83.5592
-1.5694,-83.7834
-1.7322,-83.9982
-3.3097,-81.098
-3.2847,-81.1014
-3.3045,-81.0917
-3.3219,-81.0941
-2.0093,-83.1985
-3.337,-81.098
-3.2115,-81.1607
-3.6453,-81.1199
-3.599,-81.6475
-1.1759,-84.8335
-1.5808,-83.7612
-1.7475,-83.5507
-1.8891,-83.4035
-1.8591,-83.8014
-1.9404,-84.0072
-1.9112,-84.1129
-1.7336,-84.0023
-3.6471,-81.3554
-3.7585,-81.4834
-2.0075,-83.4946
-1.5941,-81.8688
-1.7989,-81.6623
-1.2408,-82.4118
-2.1909,-81.4352
-2.1818,-81.4295
-1.8243,-81.6189
-2.74,-81.5087
-3.2643,-80.9716
-2.0902,-83.1051
