"","latitude","longitde","value_per_area","units_1"
"16945",35.98,144.5,"        11320.8","mg/m2"
"16946",36.5,144.52,"         7232.7","mg/m2"
"16947",37,144.5,"        13207.5","mg/m2"
"16948",37.52,144.52,"           62.9","mg/m2"
"16949",38,144.52,"        18679.2","mg/m2"
"16950",38.07,144.02,"           62.9","mg/m2"
"16951",37.98,143.5,"         6603.8","mg/m2"
"16952",38,142.97,"        12578.6","mg/m2"
"16953",37.5,143,"         6603.8","mg/m2"
"16954",37,142.98,"         7484.3","mg/m2"
"16955",36.98,144,"         8805.0","mg/m2"
"16956",37.5,144,"         6666.7","mg/m2"
"16957",38,142.45,"         5660.4","mg/m2"
"16958",36.98,142.05,"        24528.3","mg/m2"
"16959",36,142,"        41823.9","mg/m2"
"16960",34,142,"         7861.6","mg/m2"
"16961",34,144,"        16037.7","mg/m2"
"16962",35,144,"        13836.5","mg/m2"
"16963",37,146,"        27987.4","mg/m2"
"16964",35.98,145.98,"         4717.0","mg/m2"
"16965",34.98,146,"          943.4","mg/m2"
"16966",35,146.97,"        29874.2","mg/m2"
"16967",35,147.98,"        11949.7","mg/m2"
"16968",35.98,148.98,"        24213.8","mg/m2"
"16969",37,150,"        15723.3","mg/m2"
"16970",36.98,150.98,"        13522.0","mg/m2"
"16971",37,152,"         9119.5","mg/m2"
"16972",37,152,"         7232.7","mg/m2"
"16973",37,151.98,"        16666.7","mg/m2"
"16974",37,152,"        14150.9","mg/m2"
"16975",37,152,"        14465.4","mg/m2"
"16976",37,152,"         8176.1","mg/m2"
"16977",35.48,151.98,"        12578.6","mg/m2"
"16978",34,152,"        12893.1","mg/m2"
"16979",35,152.98,"        15408.8","mg/m2"
"16980",35.98,153.98,"        37735.9","mg/m2"
"16981",36.98,154.98,"        10377.4","mg/m2"
"16982",36,155.98,"        10062.9","mg/m2"
"16983",35,156.98,"        22956.0","mg/m2"
"16984",34,158,"         9748.4","mg/m2"
"16985",35.5,157.98,"         3773.6","mg/m2"
"16986",37,158.02,"        38364.8","mg/m2"
"16987",37.98,157.98,"        32389.9","mg/m2"
"16988",38,156.98,"        13522.0","mg/m2"
"16989",38,153.98,"         5345.9","mg/m2"
"16990",37.98,150.98,"        20125.8","mg/m2"
"16991",38,149.98,"        22641.5","mg/m2"
"16992",37.98,149,"        10062.9","mg/m2"
"16993",37.98,147.98,"        12578.6","mg/m2"
"16994",37.98,147,"        35849.1","mg/m2"
"16995",38,145.98,"        14779.9","mg/m2"
"16996",38,145,"        10062.9","mg/m2"
"16997",38,144,"         6918.2","mg/m2"
"16998",38,143,"        14465.4","mg/m2"
"16999",37.98,142,"       110691.8","mg/m2"
"17000",37.52,141.98,"        41823.9","mg/m2"
"17001",37.5,144,"        25786.2","mg/m2"
"17002",37.48,146,"        36163.5","mg/m2"
"17003",37.48,148,"        23899.4","mg/m2"
"17004",37.5,150,"        20754.7","mg/m2"
"17005",38.48,149.98,"        26100.6","mg/m2"
"17006",39.5,150,"        13207.5","mg/m2"
"17007",39.48,152,"        23584.9","mg/m2"
"17008",38.23,152,"        12893.1","mg/m2"
"17009",36.98,151.98,"        14150.9","mg/m2"
"17010",37,154,"        14150.9","mg/m2"
"17011",38.5,154,"        11320.8","mg/m2"
"17012",38.5,156,"        16981.1","mg/m2"
"17013",36.98,156.02,"        11635.2","mg/m2"
"17014",39.67,147.98,"        14465.4","mg/m2"
"17015",37.98,147.98,"        11320.8","mg/m2"
"17016",37.98,146,"         6289.3","mg/m2"
"17017",38,142,"         7232.7","mg/m2"
"17018",37.73,142.15,"        12578.6","mg/m2"
"17019",37,144.03,"        81761.0","mg/m2"
"17020",37,146.02,"         8805.0","mg/m2"
"17021",37,147.98,"        23899.4","mg/m2"
"17022",37,150,"         5031.4","mg/m2"
"17023",38,149.98,"        21698.1","mg/m2"
"17024",39,150,"        44654.1","mg/m2"
"17025",40,149.98,"        30503.1","mg/m2"
"17026",41,150.05,"        50943.4","mg/m2"
"17027",41.02,152.02,"       122641.5","mg/m2"
"17028",39.5,151.98,"        24528.3","mg/m2"
"17029",38,152,"         6289.3","mg/m2"
"17030",37,153.97,"         9119.5","mg/m2"
"17031",38,154,"        16666.7","mg/m2"
"17032",40,154,"        32075.5","mg/m2"
"17033",40.03,156.02,"       106603.8","mg/m2"
"17034",39,156,"        49056.6","mg/m2"
"17035",37,156.02,"          628.9","mg/m2"
"17036",37,158,"         2830.2","mg/m2"
"17037",38.5,158,"         1886.8","mg/m2"
"17038",40,158,"        95597.5","mg/m2"
"17039",41.5,158,"        78930.8","mg/m2"
"17040",40.95,154.33,"        33962.3","mg/m2"
"17041",40,152.73,"        55345.9","mg/m2"
"17042",39,149.02,"        10377.4","mg/m2"
"17043",39,147,"        15094.3","mg/m2"
"17044",39,145,"        27044.0","mg/m2"
"17045",39,144.5,"        14465.4","mg/m2"
"17046",39,144,"        62893.1","mg/m2"
"17047",39,143,"        17295.6","mg/m2"
"17048",38.5,142,"        11949.7","mg/m2"
"17049",38.02,141.52,"         9434.0","mg/m2"
"17050",38,141.17,"         4402.5","mg/m2"
"17051",38.17,141.17,"         2515.7","mg/m2"
"17052",38.17,141.67,"         7547.2","mg/m2"
"17053",38,141.33,"         2201.3","mg/m2"
"17054",37,141.98,"         5974.8","mg/m2"
"17055",36,141.23,"         5345.9","mg/m2"
"17056",35.67,141,"         5345.9","mg/m2"
"17057",35.4,141.33,"         9748.4","mg/m2"
"17058",35.15,141.72,"         9748.4","mg/m2"
"17059",34.9,141.98,"        13207.5","mg/m2"
"17060",34.5,142.5,"         3144.7","mg/m2"
"17061",35,142.48,"        10691.8","mg/m2"
"17062",36,142.5,"         4088.1","mg/m2"
"17063",37,142.5,"         2201.3","mg/m2"
"17064",38,142.48,"         8805.0","mg/m2"
"17065",38.98,142.5,"         2201.3","mg/m2"
"17066",38.98,142.98,"         4088.1","mg/m2"
"17067",39,143.98,"        17924.5","mg/m2"
"17068",37.98,143.98,"          943.4","mg/m2"
"17069",36.98,144.02,"         9119.5","mg/m2"
"17070",36,144,"         4717.0","mg/m2"
"17071",35.48,144,"         6289.3","mg/m2"
"17072",37.98,143,"        47798.7","mg/m2"
"17073",38,144.98,"        12578.6","mg/m2"
"17074",37.98,146.98,"         5345.9","mg/m2"
"17075",38,149,"        23899.4","mg/m2"
"17076",38,151,"       110062.9","mg/m2"
"17077",38,153,"        27673.0","mg/m2"
"17078",38.03,155.02,"          628.9","mg/m2"
"17079",38,156.98,"        43396.2","mg/m2"
"17080",37.98,158.98,"         2201.3","mg/m2"
"17081",38,160,"         8805.0","mg/m2"
"17082",39,160,"        28301.9","mg/m2"
"17083",38.95,157.95,"        43396.2","mg/m2"
"17084",36.93,158.02,"         1886.8","mg/m2"
"17085",35.5,157.98,"         6289.3","mg/m2"
"17086",36,155.98,"         5660.4","mg/m2"
"17087",37.98,156,"         9434.0","mg/m2"
"17088",39,156,"         9434.0","mg/m2"
"17089",39,154,"        23270.4","mg/m2"
"17090",37.98,154,"        13836.5","mg/m2"
"17091",36.98,154,"         5345.9","mg/m2"
"17092",36.5,154,"         3144.7","mg/m2"
"17093",36,152,"         1886.8","mg/m2"
"17094",38,152,"         3144.7","mg/m2"
"17095",39,152,"         7547.2","mg/m2"
"17096",39.98,149.98,"        63522.0","mg/m2"
"17097",39,149.98,"        10062.9","mg/m2"
"17098",38.98,148,"        10691.8","mg/m2"
"17099",40,148,"        23270.4","mg/m2"
"17100",39.4,145.98,"        72956.0","mg/m2"
"17101",38.83,144,"        17610.1","mg/m2"
"17102",38.23,141.98,"        12578.6","mg/m2"
"17103",39,142,"         2201.3","mg/m2"
"17104",39,142.5,"         5660.4","mg/m2"
"17105",39.33,142.17,"         3144.7","mg/m2"
"17106",39.67,142.17,"         1572.3","mg/m2"
"17107",40,142.5,"         6289.3","mg/m2"
"17108",40,142.17,"         3459.1","mg/m2"
"17109",40.33,142,"         1257.9","mg/m2"
"17110",40.67,141.67,"          628.9","mg/m2"
"17111",41.33,141.67,"         1257.9","mg/m2"
"17112",41,142.5,"         3773.6","mg/m2"
"17113",41,141.67,"         1257.9","mg/m2"
"17114",41,141.5,"          943.4","mg/m2"
"17115",38,141.98,"        20754.7","mg/m2"
"17116",37.98,144,"        15094.3","mg/m2"
"17117",36.98,144,"         5974.8","mg/m2"
"17118",36,144,"        12264.2","mg/m2"
"17119",36,146,"         8490.6","mg/m2"
"17120",35.98,148,"        13207.5","mg/m2"
"17121",36,150,"        13522.0","mg/m2"
"17122",38,149.97,"         4402.5","mg/m2"
"17123",41,150,"       189937.1","mg/m2"
"17124",41,151.98,"        80503.2","mg/m2"
"17125",39.98,152,"        55974.8","mg/m2"
"17126",38.98,152.02,"         6918.2","mg/m2"
"17127",38,152,"        10062.9","mg/m2"
"17128",37,151.98,"         4402.5","mg/m2"
"17129",37,153.98,"         2515.7","mg/m2"
"17130",38,154,"         1572.3","mg/m2"
"17131",39,154,"        16352.2","mg/m2"
"17132",39.98,154,"        14465.4","mg/m2"
"17133",37,157.98,"          628.9","mg/m2"
"17134",37.98,158,"         1257.9","mg/m2"
"17135",38.98,158,"       161006.3","mg/m2"
"17136",39.98,157.98,"        38364.8","mg/m2"
"17137",41,157.98,"        55974.8","mg/m2"
"17138",40.98,156,"       126415.1","mg/m2"
"17139",38.98,156,"        16981.1","mg/m2"
"17140",39,152.98,"         5660.4","mg/m2"
"17141",39,149,"       264151.0","mg/m2"
"17142",39,146.98,"        17610.1","mg/m2"
"17143",39,145,"        16352.2","mg/m2"
"17144",39,144.67,"        20754.7","mg/m2"
"17145",38.5,142.35,"         3459.1","mg/m2"
"17146",38.83,142.33,"         4402.5","mg/m2"
"17147",39,142.32,"         5031.4","mg/m2"
"17148",39.5,142.33,"         3144.7","mg/m2"
"17149",39.82,142.32,"         5974.8","mg/m2"
"17150",40.17,142.33,"         1572.3","mg/m2"
"17151",40.5,142.33,"          628.9","mg/m2"
"17152",40.67,142.33,"         1257.9","mg/m2"
"17153",41.17,142.33,"          628.9","mg/m2"
"17154",41.5,142.33,"         8805.0","mg/m2"
"17155",41.83,142.33,"         5660.4","mg/m2"
"17156",41.83,141.25,"          628.9","mg/m2"
"17157",41.77,141.17,"          628.9","mg/m2"
"17158",41.67,141.17,"          628.9","mg/m2"
"17159",41.58,141.17,"         3773.6","mg/m2"
"17160",41.5,141.17,"         1886.8","mg/m2"
"17161",41.43,141.17,"          628.9","mg/m2"
"17162",41.33,141.65,"          943.4","mg/m2"
"17163",41.33,142,"         5974.8","mg/m2"
"17164",41.33,142.33,"         2201.3","mg/m2"
"17165",41.33,142.67,"          943.4","mg/m2"
"17166",41.33,143,"          628.9","mg/m2"
"17167",39.83,142.17,"          628.9","mg/m2"
"17168",39.83,142.48,"         1257.9","mg/m2"
"17169",39.83,142.82,"         2830.2","mg/m2"
"17170",39.83,143.17,"         4402.5","mg/m2"
"17171",38,142,"        29434.0","mg/m2"
"17172",38,144,"        13836.5","mg/m2"
"17173",38,146,"        34339.6","mg/m2"
"17174",38,158,"        15723.3","mg/m2"
"17175",39,158,"         8050.3","mg/m2"
"17176",40,158,"        37106.9","mg/m2"
"17177",41,158,"        71698.1","mg/m2"
"17178",40,155.98,"        30000.0","mg/m2"
"17179",39,156,"        44905.7","mg/m2"
"17180",38,156,"         9874.2","mg/m2"
"17181",37,156,"         7673.0","mg/m2"
"17182",37,154,"        27673.0","mg/m2"
"17183",38,154,"         1257.9","mg/m2"
"17184",39,154,"        11949.7","mg/m2"
"17185",40,154,"        38364.8","mg/m2"
"17186",41.25,152,"        36478.0","mg/m2"
"17187",40,152,"        33081.8","mg/m2"
"17188",39,152,"        69622.6","mg/m2"
"17189",38,152,"        23710.7","mg/m2"
"17190",39,150,"        20251.6","mg/m2"
"17191",39,148,"         6289.3","mg/m2"
"17192",39,146,"         8050.3","mg/m2"
"17193",39,144,"        31320.8","mg/m2"
"17194",39,142,"        16352.2","mg/m2"
"17195",41,143.5,"         8490.6","mg/m2"
"17196",41,143,"         6540.9","mg/m2"
"17197",41,142.48,"         4591.2","mg/m2"
"17198",41,142,"         3018.9","mg/m2"
"17199",41.77,143.58,"        13050.3","mg/m2"
"17200",41.67,142.95,"         1320.8","mg/m2"
"17201",39,141.98,"        52389.9","mg/m2"
"17202",39,142.25,"        71383.7","mg/m2"
"17203",39,142.5,"        88050.3","mg/m2"
"17204",39.02,142.75,"        16226.4","mg/m2"
"17205",39,143,"        35849.1","mg/m2"
"17206",39,143.25,"        16352.2","mg/m2"
"17207",39,143.5,"        20754.7","mg/m2"
"17208",39,143.75,"         3773.6","mg/m2"
"17209",39,144,"         2767.3","mg/m2"
"17210",39,144.25,"         8930.8","mg/m2"
"17211",39,144.5,"         3459.1","mg/m2"
"17212",39,144.75,"        17610.1","mg/m2"
"17213",39,145,"        22327.0","mg/m2"
"17214",39,145.25,"        15094.3","mg/m2"
"17215",39,145.5,"        53459.1","mg/m2"
"17216",39,145.75,"        23899.4","mg/m2"
"17217",39,146,"        72956.0","mg/m2"
"17218",39,146.25,"        28301.9","mg/m2"
"17219",39,146.5,"        16037.7","mg/m2"
"17220",39,146.75,"         2201.3","mg/m2"
"17221",38.98,147,"        17295.6","mg/m2"
"17222",39,147.25,"        31446.5","mg/m2"
"17223",37.5,141.98,"        23270.4","mg/m2"
"17224",37,143,"        22641.5","mg/m2"
"17225",36.5,144,"        28930.8","mg/m2"
"17226",35.08,147.02,"        15094.3","mg/m2"
"17227",36,148,"        10691.8","mg/m2"
"17228",37,149,"        12893.1","mg/m2"
"17229",38,150,"         6415.1","mg/m2"
"17230",39,151,"        17610.1","mg/m2"
"17231",40,152,"         8490.6","mg/m2"
"17232",41,153,"        60377.4","mg/m2"
"17233",40,150.02,"        19496.9","mg/m2"
"17234",40.18,149,"        45283.0","mg/m2"
"17235",39.75,148.02,"        28301.9","mg/m2"
"17236",39.83,147,"        30817.6","mg/m2"
"17237",39.52,146.02,"        11006.3","mg/m2"
"17238",39.17,145,"        11635.2","mg/m2"
"17239",39,144,"        13522.0","mg/m2"
"17240",39,143,"         5345.9","mg/m2"
"17241",39,142,"         7547.2","mg/m2"
"17242",41.67,148.67,"         9748.4","mg/m2"
"17243",41.33,149.33,"         6415.1","mg/m2"
"17244",41.67,150,"          188.7","mg/m2"
"17245",42.25,150,"         5911.9","mg/m2"
"17246",42.67,150,"        36163.5","mg/m2"
"17247",42.67,149.33,"        20817.6","mg/m2"
"17248",42.67,148.67,"        19308.2","mg/m2"
"17249",42.67,148,"        20314.5","mg/m2"
"17250",42.67,147.33,"        14968.6","mg/m2"
"17251",42.67,146.67,"        14591.2","mg/m2"
"17252",42.67,146,"        35597.5","mg/m2"
"17253",42.67,145.33,"        31886.8","mg/m2"
"17254",42.67,144,"         6478.0","mg/m2"
"17255",42.67,144.67,"        15345.9","mg/m2"
"17256",38.95,142,"         8239.0","mg/m2"
"17257",38.98,142.67,"        34905.7","mg/m2"
"17258",39.05,143.78,"        11006.3","mg/m2"
"17259",39.1,144.65,"         9811.3","mg/m2"
"17260",39.15,145.38,"         6918.2","mg/m2"
"17261",39.2,146.03,"         8301.9","mg/m2"
"17262",39.27,146.77,"         4402.5","mg/m2"
"17263",39.3,147.33,"         7861.6","mg/m2"
"17264",39.35,148.05,"         9559.7","mg/m2"
"17265",39.4,148.75,"         5220.1","mg/m2"
"17266",39.45,149.2,"        23584.9","mg/m2"
"17267",36.18,144.8,"         4213.8","mg/m2"
"17268",37.4,145.78,"         9245.3","mg/m2"
"17269",37.48,145.87,"         5849.1","mg/m2"
"17270",37.85,145.9,"        13836.5","mg/m2"
"17271",37.32,145.4,"         3522.0","mg/m2"
"17272",37.45,144.45,"         3773.6","mg/m2"
"17273",37.63,144.03,"         4088.1","mg/m2"
"17274",37.83,143.58,"         2893.1","mg/m2"
"17275",38.13,143.1,"         7610.1","mg/m2"
"17276",38.3,142.45,"         2452.8","mg/m2"
"17277",38.23,141.62,"         7987.4","mg/m2"
"17278",38,142,"         8867.9","mg/m2"
"17279",38.05,142.67,"         4968.6","mg/m2"
"17280",38.03,143,"         6918.2","mg/m2"
"17281",38.12,143.63,"         3584.9","mg/m2"
"17282",38.2,144.45,"         2704.4","mg/m2"
"17283",38.07,145.32,"         2075.5","mg/m2"
"17284",38.05,145.45,"        20125.8","mg/m2"
"17285",38.12,145.92,"         3522.0","mg/m2"
"17286",38.17,146.5,"         3207.5","mg/m2"
"17287",38.22,147.12,"         2201.3","mg/m2"
"17288",38.27,147.7,"         3018.9","mg/m2"
"17289",38.25,148.17,"        11069.2","mg/m2"
"17290",38.15,148.27,"         8176.1","mg/m2"
"17291",37.93,148.2,"         4591.2","mg/m2"
"17292",37.73,147.53,"         7673.0","mg/m2"
"17293",37.2,147.42,"         2641.5","mg/m2"
"17294",37.2,147.9,"         5345.9","mg/m2"
"17295",37.47,147.68,"         5283.0","mg/m2"
"17296",37.25,147.3,"         4968.6","mg/m2"
"17297",37.22,147.12,"         4591.2","mg/m2"
"17298",37.2,146.95,"         3584.9","mg/m2"
"17299",37.4,146.88,"         4968.6","mg/m2"
"17300",37.55,146.32,"         7358.5","mg/m2"
"17301",37.33,146.33,"         9056.6","mg/m2"
"17302",37.17,145.78,"         4276.7","mg/m2"
"17303",36.98,145.27,"         4465.4","mg/m2"
"17304",37.47,145.27,"         4465.4","mg/m2"
"17305",37.72,145.27,"         5911.9","mg/m2"
"17306",38.08,145.67,"         1886.8","mg/m2"
"17307",38.38,145.68,"        18805.0","mg/m2"
"17308",38.45,145.77,"         9245.3","mg/m2"
"17309",38.45,145.25,"         3459.1","mg/m2"
"17310",38.45,144.73,"         3333.3","mg/m2"
"17311",38.45,144.25,"        58050.3","mg/m2"
"17312",38.43,143.15,"         4905.7","mg/m2"
"17313",38.65,142.5,"        13647.8","mg/m2"
"17314",39.52,142.28,"         2893.1","mg/m2"
"17315",39.53,142.98,"        10062.9","mg/m2"
"17316",39.53,143.63,"        12956.0","mg/m2"
"17317",39.57,144.32,"         2515.7","mg/m2"
"17318",39.55,145,"          314.5","mg/m2"
"17319",39.63,145.6,"        13584.9","mg/m2"
"17320",39.72,146.22,"        12767.3","mg/m2"
"17321",39.78,146.8,"         5094.3","mg/m2"
"17322",39.85,147.42,"         4528.3","mg/m2"
"17323",39.75,148.17,"         3773.6","mg/m2"
"17324",39.8,148.85,"         3144.7","mg/m2"
"17325",39.83,149.62,"         2201.3","mg/m2"
"17326",39.87,150.28,"         2389.9","mg/m2"
"17327",39.9,150.95,"         6289.3","mg/m2"
"17328",39.75,151.67,"         3018.9","mg/m2"
"17329",39.65,152.33,"         6729.6","mg/m2"
"17330",39.5,153,"          817.6","mg/m2"
"17331",39.75,152.67,"         7358.5","mg/m2"
"17332",40.02,152.33,"         3836.5","mg/m2"
"17333",40.37,151.9,"         4842.8","mg/m2"
"17334",40.68,151.5,"         4968.6","mg/m2"
"17335",40.6,150.93,"        26918.2","mg/m2"
"17336",40.53,150.38,"         4968.6","mg/m2"
"17337",40.83,150.93,"        45220.1","mg/m2"
"17338",40.8,150.38,"        15534.6","mg/m2"
"17339",40.75,149.75,"         3899.4","mg/m2"
"17340",41.23,150,"         9874.2","mg/m2"
"17341",41.23,149.43,"        10503.1","mg/m2"
"17342",41.02,148.98,"        22893.1","mg/m2"
"17343",41.58,148.9,"        32012.6","mg/m2"
"17344",41.37,149.07,"        15094.3","mg/m2"
"17345",40.92,149.42,"         2264.2","mg/m2"
"17346",40.47,149.85,"         2264.2","mg/m2"
"17347",40.62,149.1,"         4402.5","mg/m2"
"17348",40.97,148.48,"         6478.0","mg/m2"
"17349",41.4,148.15,"        24968.6","mg/m2"
"17350",41.63,148.47,"        27295.6","mg/m2"
"17351",41.63,147.82,"        17987.4","mg/m2"
"17352",41.15,147.88,"          691.8","mg/m2"
"17353",41.07,147.32,"        17044.0","mg/m2"
"17354",40.98,146.55,"         5786.2","mg/m2"
"17355",41,145.83,"         4465.4","mg/m2"
"17356",41,145.17,"        19056.6","mg/m2"
"17357",41,144.68,"         8050.3","mg/m2"
"17358",40.97,143.83,"        13710.7","mg/m2"
"17359",40.9,143.08,"         4150.9","mg/m2"
"17360",40.85,142.4,"         3710.7","mg/m2"
"17361",38.5,142.08,"        11069.2","mg/m2"
"17362",40.22,145.08,"         5408.8","mg/m2"
"17363",40.72,146.13,"         4213.8","mg/m2"
"17364",41.2,147.15,"         3836.5","mg/m2"
"17365",41.53,148,"        13396.2","mg/m2"
"17366",41.87,148.97,"        17169.8","mg/m2"
"17367",42.52,149.72,"        18805.0","mg/m2"
"17368",42.6,151.08,"        10880.5","mg/m2"
"17369",42.75,152.22,"         3081.8","mg/m2"
"17370",42.88,153.38,"         4276.7","mg/m2"
"17371",42.98,154.52,"        10125.8","mg/m2"
"17372",43.72,155.52,"         2201.3","mg/m2"
"17373",43.25,154.17,"        11823.9","mg/m2"
"17374",37.35,142.47,"         7610.1","mg/m2"
"17375",37.37,143.33,"          503.1","mg/m2"
"17376",37.35,144.37,"         5723.3","mg/m2"
"17377",37.33,145.27,"         5471.7","mg/m2"
"17378",37.3,146.82,"         5408.8","mg/m2"
"17379",37.88,145.88,"        14402.5","mg/m2"
"17380",37.87,145.12,"         8805.0","mg/m2"
"17381",37.87,144.33,"         1761.0","mg/m2"
"17382",37.97,143.67,"         2452.8","mg/m2"
"17383",37.98,142.92,"        10880.5","mg/m2"
"17384",38.7,141.85,"         5345.9","mg/m2"
"17385",38.73,142.43,"        17798.7","mg/m2"
"17386",38.8,143.22,"         9685.5","mg/m2"
"17387",38.87,143.98,"         1572.3","mg/m2"
"17388",38.63,145.83,"         1635.2","mg/m2"
"17389",39.25,146.68,"         1949.7","mg/m2"
"17390",39.22,144.97,"         5974.8","mg/m2"
"17391",39.18,143.4,"        11069.2","mg/m2"
"17392",39.15,142.58,"         1383.6","mg/m2"
"17393",39.97,142.47,"        17547.2","mg/m2"
"17394",40.02,143.13,"         1572.3","mg/m2"
"17395",40.08,144.07,"        14717.0","mg/m2"
"17396",40.13,144.83,"         5471.7","mg/m2"
"17397",39.95,145.92,"         2264.2","mg/m2"
"17398",39.95,146.67,"        19496.9","mg/m2"
"17399",39.92,147.53,"          880.5","mg/m2"
"17400",40.52,146.7,"         8364.8","mg/m2"
"17401",40.4,145.25,"        24654.1","mg/m2"
"17402",40.58,143.32,"        17232.7","mg/m2"
"17403",40.67,144.07,"        26163.5","mg/m2"
"17404",40.83,144.7,"        19622.6","mg/m2"
"17405",40.83,145.58,"        13899.4","mg/m2"
"17406",41.18,146.33,"         5723.3","mg/m2"
"17407",40.25,146.38,"         7924.5","mg/m2"
"17408",40.5,141.98,"         4591.2","mg/m2"
"17409",41,141.97,"         6415.1","mg/m2"
"17410",41.5,141.98,"          503.1","mg/m2"
"17411",41.83,142,"         3270.4","mg/m2"
"17412",42,142.67,"         4654.1","mg/m2"
"17413",41.45,142.63,"         5974.8","mg/m2"
"17414",41.2,142.55,"          188.7","mg/m2"
"17415",41.27,143.37,"        13018.9","mg/m2"
"17416",41.27,142.98,"        10188.7","mg/m2"
"17417",41.2,144,"        25408.8","mg/m2"
"17418",41.18,144.7,"        51886.8","mg/m2"
"17419",41.2,145.73,"        27421.4","mg/m2"
"17420",41.23,146.63,"         7673.0","mg/m2"
"17421",41.65,146.73,"        15723.3","mg/m2"
"17422",42.12,147.53,"        47044.0","mg/m2"
"17423",41.83,147.88,"        15094.3","mg/m2"
"17424",41.13,148.12,"         7358.5","mg/m2"
"17425",40.58,147.18,"         9056.6","mg/m2"
"17426",40.57,146.53,"         5220.1","mg/m2"
"17427",40.52,145.88,"        10691.8","mg/m2"
"17428",40.23,146.42,"        20125.8","mg/m2"
"17429",39.78,146.68,"         2956.0","mg/m2"
"17430",41.47,142.45,"         4717.0","mg/m2"
"17431",41.45,142.73,"        14339.6","mg/m2"
"17432",41.43,143,"        37106.9","mg/m2"
"17433",41.43,143.22,"        21383.6","mg/m2"
"17434",41.43,143.4,"        27987.4","mg/m2"
"17435",41.42,143.65,"        35094.3","mg/m2"
"17436",41.42,143.95,"         7547.2","mg/m2"
"17437",41.42,144.1,"        10691.8","mg/m2"
"17438",41.42,144.33,"         3207.5","mg/m2"
"17439",41.77,145.82,"        19496.9","mg/m2"
"17440",41.95,146.57,"        15471.7","mg/m2"
"17441",42.25,150.35,"         1069.2","mg/m2"
"17442",42.67,151.6,"        23836.5","mg/m2"
"17443",42.8,152.37,"        12075.5","mg/m2"
"17444",42.9,153.37,"         4088.1","mg/m2"
"17445",43.02,154.28,"         3647.8","mg/m2"
"17446",43.17,154.82,"         4339.6","mg/m2"
"17447",43.28,155.6,"         3081.8","mg/m2"
"17448",43.82,158.87,"        14088.1","mg/m2"
"17449",44,159.88,"        21383.6","mg/m2"
"17450",43.22,159.73,"        14465.4","mg/m2"
"17451",43.2,160.03,"         4842.8","mg/m2"
"17452",37.52,141.52,"        20628.9","mg/m2"
"17453",37.05,142.03,"        10503.1","mg/m2"
"17454",36.57,142.58,"         3773.6","mg/m2"
"17455",36.08,143.17,"         1635.2","mg/m2"
"17456",35.3,143.7,"         1761.0","mg/m2"
"17457",34.6,144.08,"         5534.6","mg/m2"
"17458",34,145,"         3962.3","mg/m2"
"17459",34.58,146.13,"         2893.1","mg/m2"
"17460",36.7,146,"         4402.5","mg/m2"
"17461",38,146.1,"         6226.4","mg/m2"
"17462",38.7,146.08,"         3459.1","mg/m2"
"17463",38.15,145.03,"         6415.1","mg/m2"
"17464",37.45,145.12,"         1006.3","mg/m2"
"17465",36.77,145.2,"         2012.6","mg/m2"
"17466",36.17,145.12,"         2389.9","mg/m2"
"17467",35.92,144.2,"         3773.6","mg/m2"
"17468",36.4,143.57,"         1509.4","mg/m2"
"17469",37.3,143.43,"         4465.4","mg/m2"
"17470",37.62,143.15,"         3584.9","mg/m2"
"17471",38.4,142.08,"         4842.8","mg/m2"
"17472",38.03,142.5,"        15220.1","mg/m2"
"17473",37.97,142.02,"         7547.2","mg/m2"
"17474",37.58,142.57,"         5408.8","mg/m2"
"17475",37.17,143.13,"         2264.2","mg/m2"
"17476",36.78,143.68,"          943.4","mg/m2"
"17477",36.02,143.97,"         2767.3","mg/m2"
"17478",36.53,144.43,"         3333.3","mg/m2"
"17479",37.03,144.85,"         3081.8","mg/m2"
"17480",37.55,145.3,"         1257.9","mg/m2"
"17481",37.9,146.2,"         4717.0","mg/m2"
"17482",37.33,146.12,"         4717.0","mg/m2"
"17483",36.7,146.02,"         2075.5","mg/m2"
"17484",35.67,145.92,"         2201.3","mg/m2"
"17485",36.1,146.37,"          251.6","mg/m2"
"17486",38.07,147.17,"         2075.5","mg/m2"
"17487",38.7,146.93,"         2515.7","mg/m2"
"17488",38.63,146.37,"         6289.3","mg/m2"
"17489",38.53,145.72,"         4779.9","mg/m2"
"17490",38.45,145.08,"         4905.7","mg/m2"
"17491",37.93,144.6,"         4968.6","mg/m2"
"17492",37.8,143.27,"         5471.7","mg/m2"
"17493",38.3,142.7,"         5660.4","mg/m2"
"17494",38,142,"         3522.0","mg/m2"
"17495",37.72,142.53,"         5031.4","mg/m2"
"17496",37.48,143.23,"          188.7","mg/m2"
"17497",37.25,143.73,"         6540.9","mg/m2"
"17498",37.1,144.13,"         3899.4","mg/m2"
"17499",37.17,144.27,"         3899.4","mg/m2"
"17500",37,144.5,"         3836.5","mg/m2"
"17501",37.43,144.53,"         4654.1","mg/m2"
"17502",37.9,144.55,"         4276.7","mg/m2"
"17503",38.33,144.57,"         1635.2","mg/m2"
"17504",38.77,144.57,"         3836.5","mg/m2"
"17505",39.2,144.58,"         5597.5","mg/m2"
"17506",39.73,144.58,"         4717.0","mg/m2"
"17507",39.75,143.87,"         1446.5","mg/m2"
"17508",39.28,143.92,"         6415.1","mg/m2"
