"","latitude","longitde","value_per_area","units_1"
"21136",36.35,141.08,"         2075.5","mg/m2"
"21137",36.4,140.68,"          251.6","mg/m2"
"21138",36.57,140.77,"         5660.4","mg/m2"
"21139",36.58,140.87,"         9371.1","mg/m2"
"21140",36.6,140.97,"         6100.6","mg/m2"
"21141",36.6,141.07,"         6289.3","mg/m2"
"21142",36.62,141.23,"         4150.9","mg/m2"
"21143",36.3,140.6,"          566.0","mg/m2"
"21144",36.32,140.68,"         2452.8","mg/m2"
"21145",36.32,140.78,"         9056.6","mg/m2"
"21146",36.33,140.9,"         6226.4","mg/m2"
"21147",36.33,141,"         2893.1","mg/m2"
"21148",36.35,141.08,"         1509.4","mg/m2"
"21149",36.57,140.68,"          125.8","mg/m2"
"21150",36.57,140.77,"         1069.2","mg/m2"
"21151",36.58,140.87,"         6037.7","mg/m2"
"21152",36.6,140.97,"         6729.6","mg/m2"
"21153",36.6,141.07,"         3647.8","mg/m2"
"21154",36.62,141.23,"         4717.0","mg/m2"
"21155",36.32,140.7,"        22389.9","mg/m2"
"21156",36.33,141,"         6729.6","mg/m2"
"21157",36.3,140.6,"          314.5","mg/m2"
"21158",36.32,140.68,"          943.4","mg/m2"
"21159",36.32,140.8,"         1886.8","mg/m2"
"21160",36.33,140.9,"         1886.8","mg/m2"
"21161",36.33,141,"         1509.4","mg/m2"
"21162",36.57,140.68,"          188.7","mg/m2"
"21163",36.58,140.77,"         1383.6","mg/m2"
"21164",36.58,140.87,"         1572.3","mg/m2"
"21165",36.6,140.97,"         2830.2","mg/m2"
"21166",36.6,141.07,"         1383.6","mg/m2"
"21167",36.62,141.17,"         1069.2","mg/m2"
"21168",36.32,140.7,"         6037.7","mg/m2"
"21169",36.32,140.8,"          754.7","mg/m2"
"21170",36.33,140.9,"         1698.1","mg/m2"
"21171",36.33,141,"         6100.6","mg/m2"
"21172",36.35,141.1,"         9559.7","mg/m2"
"21173",36.6,141.07,"         2641.5","mg/m2"
"21174",36.62,141.17,"         2956.0","mg/m2"
"21175",36.6,140.97,"         1761.0","mg/m2"
"21176",36.58,140.87,"          754.7","mg/m2"
"21177",36.58,140.77,"         2515.7","mg/m2"
"21178",36.3,140.62,"         1698.1","mg/m2"
"21179",36.32,140.7,"         4968.6","mg/m2"
"21180",36.32,140.8,"         2138.4","mg/m2"
"21181",36.33,141,"         1069.2","mg/m2"
"21182",36.35,141.1,"          188.7","mg/m2"
"21183",36.57,140.68,"          817.6","mg/m2"
"21184",36.58,140.77,"         4717.0","mg/m2"
"21185",36.58,140.87,"         1698.1","mg/m2"
"21186",36.6,140.97,"         1383.6","mg/m2"
"21187",36.6,141.07,"          503.1","mg/m2"
"21188",36.62,141.17,"          566.0","mg/m2"
"21189",36.57,140.68,"          503.1","mg/m2"
"21190",36.58,140.77,"         8930.8","mg/m2"
"21191",36.58,140.87,"         2893.1","mg/m2"
"21192",36.6,140.97,"         4905.7","mg/m2"
"21193",36.6,141.07,"          754.7","mg/m2"
"21194",36.3,140.62,"           62.9","mg/m2"
"21195",36.32,140.7,"         2075.5","mg/m2"
"21196",36.32,140.8,"        11069.2","mg/m2"
"21197",36.33,140.9,"          503.1","mg/m2"
"21198",36.35,141.1,"         8490.6","mg/m2"
"21199",36.33,141,"          880.5","mg/m2"
"21200",35.7,140.88,"          314.5","mg/m2"
"21201",35.72,140.97,"         1761.0","mg/m2"
"21202",35.73,141.07,"         2138.4","mg/m2"
"21203",35.73,141.17,"          691.8","mg/m2"
"21204",35.73,141.28,"          880.5","mg/m2"
"21205",35.75,141.38,"          754.7","mg/m2"
"21206",36.3,140.62,"          754.7","mg/m2"
"21207",36.32,140.7,"          754.7","mg/m2"
"21208",36.33,140.9,"         1257.9","mg/m2"
"21209",36.33,141,"          377.4","mg/m2"
"21210",36.35,141.1,"         2012.6","mg/m2"
"21211",36.62,141.17,"          251.6","mg/m2"
"21212",36.58,140.97,"         1509.4","mg/m2"
"21213",36.6,141.07,"          251.6","mg/m2"
"21214",36.58,140.87,"          377.4","mg/m2"
"21215",36.57,140.68,"          503.1","mg/m2"
"21216",36.58,140.77,"          377.4","mg/m2"
"21217",36.57,140.68,"           62.9","mg/m2"
"21218",36.58,140.77,"         1383.6","mg/m2"
"21219",36.58,140.87,"         1006.3","mg/m2"
"21220",36.6,140.97,"         1257.9","mg/m2"
"21221",36.6,141.07,"         1069.2","mg/m2"
"21222",36.62,141.17,"         1320.8","mg/m2"
"21223",36.35,141.1,"         1635.2","mg/m2"
"21224",36.33,141,"         2830.2","mg/m2"
"21225",36.33,140.9,"         2641.5","mg/m2"
"21226",36.32,140.8,"         3270.4","mg/m2"
"21227",36.32,140.7,"         1761.0","mg/m2"
"21228",36.3,140.62,"          314.5","mg/m2"
"21229",35.7,140.88,"          880.5","mg/m2"
"21230",35.72,140.97,"          188.7","mg/m2"
"21231",35.72,141.07,"         3459.1","mg/m2"
"21232",35.73,141.17,"         2767.3","mg/m2"
"21233",35.73,141.28,"         1446.5","mg/m2"
"21234",35.75,141.38,"         1761.0","mg/m2"
"21235",35.7,140.88,"         1886.8","mg/m2"
"21236",35.72,140.97,"          251.6","mg/m2"
"21237",35.73,141.07,"          440.3","mg/m2"
"21238",35.73,141.17,"          503.1","mg/m2"
"21239",35.73,141.28,"         1006.3","mg/m2"
"21240",36.3,140.62,"          125.8","mg/m2"
"21241",36.32,140.7,"         1572.3","mg/m2"
"21242",36.32,140.8,"         4528.3","mg/m2"
"21243",36.33,140.9,"         5597.5","mg/m2"
"21244",36.33,141,"         3647.8","mg/m2"
"21245",36.35,141.1,"         5031.4","mg/m2"
"21246",36.57,140.68,"          314.5","mg/m2"
"21247",36.58,140.77,"         1257.9","mg/m2"
"21248",36.58,140.87,"         2830.2","mg/m2"
"21249",36.6,140.97,"         4717.0","mg/m2"
"21250",36.6,141.07,"         5031.4","mg/m2"
"21251",36.62,141.17,"         2830.2","mg/m2"
"21252",36.57,140.68,"          628.9","mg/m2"
"21253",36.58,140.77,"          943.4","mg/m2"
"21254",36.58,140.87,"         2830.2","mg/m2"
"21255",36.6,140.97,"          314.5","mg/m2"
"21256",36.58,141.07,"         7232.7","mg/m2"
"21257",36.62,141.17,"         8176.1","mg/m2"
"21258",36.57,140.68,"         1257.9","mg/m2"
"21259",36.58,140.77,"          943.4","mg/m2"
"21260",36.58,140.87,"          314.5","mg/m2"
"21261",36.58,140.97,"         4088.1","mg/m2"
"21262",36.6,141.07,"         1257.9","mg/m2"
"21263",36.62,141.17,"          943.4","mg/m2"
"21264",36.35,141.1,"          188.7","mg/m2"
"21265",36.33,141,"         1257.9","mg/m2"
"21266",36.33,140.9,"          125.8","mg/m2"
"21267",36.32,140.8,"          188.7","mg/m2"
"21268",36.3,140.62,"          628.9","mg/m2"
"21269",36.32,140.7,"         1257.9","mg/m2"
"21270",36.3,140.62,"         1635.2","mg/m2"
"21271",36.32,140.7,"          440.3","mg/m2"
"21272",36.32,140.8,"          251.6","mg/m2"
"21273",36.33,140.9,"          188.7","mg/m2"
"21274",36.33,141,"          314.5","mg/m2"
"21275",36.35,141.1,"           62.9","mg/m2"
"21276",36.57,140.68,"          125.8","mg/m2"
"21277",36.58,140.77,"          754.7","mg/m2"
"21278",36.58,140.87,"         3962.3","mg/m2"
"21279",36.6,140.97,"         1257.9","mg/m2"
"21280",36.6,141.07,"          188.7","mg/m2"
"21281",36.3,140.62,"        25157.2","mg/m2"
"21282",36.32,140.7,"        21698.1","mg/m2"
"21283",36.32,140.8,"        20314.5","mg/m2"
"21284",36.33,140.9,"        15471.7","mg/m2"
"21285",36.33,141,"        11761.0","mg/m2"
"21286",36.35,141.1,"         6478.0","mg/m2"
"21287",36.57,140.68,"         8176.1","mg/m2"
"21288",36.58,140.77,"        85849.1","mg/m2"
"21289",36.58,140.87,"        26729.6","mg/m2"
"21290",36.6,140.97,"        12893.1","mg/m2"
"21291",36.6,141.07,"        13207.5","mg/m2"
"21292",36.62,141.17,"         1257.9","mg/m2"
"21293",36.58,140.87,"          943.4","mg/m2"
"21294",36.6,140.97,"          314.5","mg/m2"
"21295",36.6,141.07,"          314.5","mg/m2"
"21296",36.62,141.17,"          314.5","mg/m2"
"21297",36.3,140.62,"         5345.9","mg/m2"
"21298",36.32,140.7,"         2201.3","mg/m2"
"21299",36.32,140.8,"         4717.0","mg/m2"
"21300",36.33,140.9,"         2201.3","mg/m2"
"21301",36.35,141.1,"         1886.8","mg/m2"
"21302",36.58,140.87,"         5031.4","mg/m2"
"21303",36.6,140.97,"          943.4","mg/m2"
"21304",36.62,141.17,"         4088.1","mg/m2"
"21305",36.3,140.62,"          188.7","mg/m2"
"21306",36.32,140.7,"         2578.6","mg/m2"
"21307",36.32,140.8,"         3207.5","mg/m2"
"21308",36.33,140.9,"         1698.1","mg/m2"
"21309",36.33,141,"         1069.2","mg/m2"
"21310",36.35,141.1,"          943.4","mg/m2"
"21311",36.58,140.77,"         3333.3","mg/m2"
"21312",36.58,140.87,"         1698.1","mg/m2"
"21313",36.6,140.97,"         1572.3","mg/m2"
"21314",36.6,141.07,"         1132.1","mg/m2"
"21315",36.58,140.87,"         1949.7","mg/m2"
"21316",36.6,140.97,"         2264.2","mg/m2"
"21317",36.6,141.07,"         1509.4","mg/m2"
"21318",36.62,141.17,"          817.6","mg/m2"
"21319",36.35,141.1,"         1509.4","mg/m2"
"21320",36.33,140.9,"         2704.4","mg/m2"
"21321",36.33,141,"          880.5","mg/m2"
"21322",36.32,140.8,"         3459.1","mg/m2"
"21323",36.32,140.7,"         1006.3","mg/m2"
"21324",39.37,143.42,"        43396.2","mg/m2"
"21325",41.75,146,"         8805.0","mg/m2"
"21326",42.63,147.52,"        41823.9","mg/m2"
"21327",43,148,"        12264.2","mg/m2"
"21328",43.03,147.97,"        28930.8","mg/m2"
"21329",42.65,149.07,"        54402.5","mg/m2"
"21330",40.13,145,"        28930.8","mg/m2"
"21331",36.58,140.87,"         1698.1","mg/m2"
"21332",36.6,140.97,"         1886.8","mg/m2"
"21333",36.6,141.07,"         1132.1","mg/m2"
"21334",36.62,141.17,"         3773.6","mg/m2"
"21335",36.35,141.1,"         1761.0","mg/m2"
"21336",36.33,141,"          817.6","mg/m2"
"21337",36.33,140.9,"         1698.1","mg/m2"
"21338",36.32,140.8,"         4717.0","mg/m2"
"21339",36.32,140.7,"         2515.7","mg/m2"
"21340",36.3,140.62,"         2012.6","mg/m2"
"21341",36.57,140.68,"          314.5","mg/m2"
"21342",36.58,140.77,"         2830.2","mg/m2"
"21343",36.58,140.87,"         1572.3","mg/m2"
"21344",36.6,140.97,"         1886.8","mg/m2"
"21345",36.6,141.07,"          314.5","mg/m2"
"21346",36.62,141.17,"         1257.9","mg/m2"
"21347",36.3,140.62,"          251.6","mg/m2"
"21348",36.32,140.7,"          125.8","mg/m2"
"21349",36.32,140.8,"         3144.7","mg/m2"
"21350",36.33,140.9,"         3396.2","mg/m2"
"21351",36.33,141,"         6037.7","mg/m2"
"21352",36.35,141.1,"         1635.2","mg/m2"
"21353",36.3,140.62,"           62.9","mg/m2"
"21354",36.32,140.7,"         3270.4","mg/m2"
"21355",36.32,140.8,"         2830.2","mg/m2"
"21356",36.33,140.9,"         1069.2","mg/m2"
"21357",36.33,141,"         5094.3","mg/m2"
"21358",36.35,141.1,"         2641.5","mg/m2"
"21359",36.57,140.68,"          628.9","mg/m2"
"21360",36.58,140.77,"         3773.6","mg/m2"
"21361",36.58,140.87,"         2830.2","mg/m2"
"21362",36.6,140.97,"         4088.1","mg/m2"
"21363",36.6,141.07,"         4088.1","mg/m2"
"21364",36.62,141.17,"         3459.1","mg/m2"
"21365",40.98,143.1,"         8050.3","mg/m2"
"21366",42.33,147,"        10377.4","mg/m2"
"21367",42.87,145.25,"         5345.9","mg/m2"
"21368",42.1,143.68,"         8490.6","mg/m2"
"21369",38.33,143.2,"         5974.8","mg/m2"
"21370",39.25,146.87,"        11006.3","mg/m2"
"21371",37.98,141.65,"        11006.3","mg/m2"
"21372",40.47,144.07,"         3459.1","mg/m2"
"21373",41.18,145,"         8805.0","mg/m2"
"21374",42.65,144.3,"        13522.0","mg/m2"
"21375",36.57,140.68,"          943.4","mg/m2"
"21376",36.58,140.77,"         5660.4","mg/m2"
"21377",36.58,140.87,"         4717.0","mg/m2"
"21378",36.62,141.17,"         5345.9","mg/m2"
"21379",36.3,140.62,"          628.9","mg/m2"
"21380",36.32,140.7,"         1257.9","mg/m2"
"21381",36.32,140.8,"         3144.7","mg/m2"
"21382",36.33,140.9,"         3144.7","mg/m2"
"21383",36.33,141,"         7232.7","mg/m2"
"21384",36.35,141.1,"         3773.6","mg/m2"
"21385",36.3,140.62,"           62.9","mg/m2"
"21386",36.32,140.7,"          754.7","mg/m2"
"21387",36.32,140.8,"          377.4","mg/m2"
"21388",36.33,140.9,"          188.7","mg/m2"
"21389",36.33,141,"          188.7","mg/m2"
"21390",36.35,141.1,"          188.7","mg/m2"
"21391",36.57,140.68,"          314.5","mg/m2"
"21392",36.58,140.77,"          314.5","mg/m2"
"21393",36.58,140.87,"          628.9","mg/m2"
"21394",36.6,141.07,"          628.9","mg/m2"
"21395",36.32,140.7,"         2515.7","mg/m2"
"21396",36.33,140.9,"          943.4","mg/m2"
"21397",36.33,141,"          943.4","mg/m2"
"21398",36.35,141.1,"          943.4","mg/m2"
"21399",36.35,141.1,"         1572.3","mg/m2"
"21400",36.33,141,"          314.5","mg/m2"
"21401",36.33,140.9,"         1572.3","mg/m2"
"21402",36.32,140.8,"         1886.8","mg/m2"
"21403",36.3,140.62,"          314.5","mg/m2"
"21404",36.32,140.7,"         2830.2","mg/m2"
"21405",36.3,140.62,"          314.5","mg/m2"
"21406",36.32,140.7,"         4717.0","mg/m2"
"21407",36.32,140.8,"         4717.0","mg/m2"
"21408",36.33,140.9,"         1886.8","mg/m2"
"21409",36.33,141,"         2201.3","mg/m2"
"21410",36.6,141.07,"          628.9","mg/m2"
"21411",36.58,140.87,"         1257.9","mg/m2"
"21412",36.6,140.97,"         3459.1","mg/m2"
"21413",36.58,140.77,"          314.5","mg/m2"
"21414",36.57,140.68,"          314.5","mg/m2"
"21415",36.3,140.62,"          943.4","mg/m2"
"21416",36.32,140.7,"         1886.8","mg/m2"
"21417",36.32,140.8,"         4717.0","mg/m2"
"21418",36.33,140.9,"         6289.3","mg/m2"
"21419",36.33,141,"         2515.7","mg/m2"
"21420",36.35,141.1,"         4717.0","mg/m2"
"21421",36.62,141.17,"         2201.3","mg/m2"
"21422",36.6,140.97,"         7547.2","mg/m2"
"21423",36.58,140.87,"         3773.6","mg/m2"
"21424",36.58,140.77,"         5031.4","mg/m2"
"21425",36.57,140.68,"          314.5","mg/m2"
"21426",36.3,140.62,"          943.4","mg/m2"
"21427",36.32,140.7,"         6603.8","mg/m2"
"21428",36.32,140.8,"         3773.6","mg/m2"
"21429",36.33,140.9,"         9119.5","mg/m2"
"21430",36.33,141,"         4088.1","mg/m2"
"21431",36.35,141.1,"         5031.4","mg/m2"
"21432",36.62,141.17,"         2201.3","mg/m2"
"21433",36.6,141.07,"         1257.9","mg/m2"
"21434",36.58,140.87,"         7232.7","mg/m2"
"21435",36.6,140.97,"         4088.1","mg/m2"
"21436",36.3,140.62,"          628.9","mg/m2"
"21437",36.32,140.7,"         2201.3","mg/m2"
"21438",36.32,140.8,"         4717.0","mg/m2"
"21439",36.33,140.9,"         4088.1","mg/m2"
"21440",36.33,141,"         1886.8","mg/m2"
"21441",36.35,141.1,"         4402.5","mg/m2"
"21442",36.62,141.17,"         5031.4","mg/m2"
"21443",36.6,141.07,"         2201.3","mg/m2"
"21444",36.58,140.87,"        12893.1","mg/m2"
"21445",36.6,140.97,"         3773.6","mg/m2"
"21446",36.58,140.77,"        26415.1","mg/m2"
"21447",36.57,140.68,"         2201.3","mg/m2"
"21448",36.3,140.62,"          943.4","mg/m2"
"21449",36.32,140.7,"         9748.4","mg/m2"
"21450",36.32,140.8,"        12893.1","mg/m2"
"21451",36.33,140.9,"         8490.6","mg/m2"
"21452",36.35,141.1,"         3459.1","mg/m2"
"21453",36.62,141.17,"         6918.2","mg/m2"
"21454",36.6,141.07,"         4717.0","mg/m2"
"21455",36.6,140.97,"         4088.1","mg/m2"
"21456",36.58,140.87,"          628.9","mg/m2"
"21457",36.57,140.68,"         3144.7","mg/m2"
"21458",36.58,140.77,"         6918.2","mg/m2"
"21459",36.3,140.62,"          628.9","mg/m2"
"21460",36.32,140.7,"         2201.3","mg/m2"
"21461",36.32,140.8,"         2830.2","mg/m2"
"21462",36.33,141,"         5345.9","mg/m2"
"21463",36.62,141.17,"         4717.0","mg/m2"
"21464",36.6,141.07,"         3459.1","mg/m2"
"21465",36.6,140.97,"         3459.1","mg/m2"
"21466",36.58,140.87,"          314.5","mg/m2"
"21467",36.57,140.68,"          314.5","mg/m2"
"21468",36.58,140.77,"         4717.0","mg/m2"
"21469",36.3,140.62,"         1257.9","mg/m2"
"21470",36.32,140.7,"         2201.3","mg/m2"
"21471",36.32,140.8,"         3459.1","mg/m2"
"21472",36.33,140.9,"         3459.1","mg/m2"
"21473",36.33,141,"         3459.1","mg/m2"
"21474",36.35,141.1,"         4717.0","mg/m2"
"21475",36.62,141.17,"         5345.9","mg/m2"
"21476",36.6,141.07,"         8805.0","mg/m2"
"21477",36.6,140.97,"          314.5","mg/m2"
"21478",36.58,140.77,"         2830.2","mg/m2"
"21479",36.57,140.68,"          628.9","mg/m2"
"21480",36.3,140.62,"         4088.1","mg/m2"
"21481",36.32,140.7,"         2830.2","mg/m2"
"21482",36.32,140.8,"         5345.9","mg/m2"
"21483",36.33,140.9,"         7232.7","mg/m2"
"21484",36.33,141,"        12264.2","mg/m2"
"21485",36.35,141.1,"         7861.6","mg/m2"
"21486",36.62,141.17,"         5345.9","mg/m2"
"21487",36.6,141.07,"         5660.4","mg/m2"
"21488",36.6,140.97,"         2515.7","mg/m2"
"21489",36.58,140.87,"         7232.7","mg/m2"
"21490",36.58,140.77,"         7547.2","mg/m2"
"21491",36.57,140.68,"         3459.1","mg/m2"
"21492",36.3,140.62,"         1257.9","mg/m2"
"21493",36.32,140.7,"         3459.1","mg/m2"
"21494",36.32,140.8,"         4717.0","mg/m2"
"21495",36.33,140.9,"         2830.2","mg/m2"
"21496",36.33,141,"         6918.2","mg/m2"
"21497",36.35,141.1,"        11949.7","mg/m2"
"21498",36.3,140.62,"          628.9","mg/m2"
"21499",36.32,140.7,"          943.4","mg/m2"
"21500",36.32,140.8,"         1257.9","mg/m2"
"21501",36.33,140.9,"         5345.9","mg/m2"
"21502",36.33,141,"         5660.4","mg/m2"
"21503",36.35,141.1,"         5345.9","mg/m2"
"21504",36.62,141.17,"         4717.0","mg/m2"
"21505",36.6,141.07,"         7232.7","mg/m2"
"21506",36.6,140.97,"         3459.1","mg/m2"
"21507",36.58,140.77,"         3459.1","mg/m2"
"21508",36.58,140.87,"         4088.1","mg/m2"
"21509",36.57,140.68,"         1257.9","mg/m2"
"21510",36.3,140.62,"          377.4","mg/m2"
"21511",36.3,140.68,"          943.4","mg/m2"
"21512",36.3,140.8,"          691.8","mg/m2"
"21513",36.32,140.9,"         1320.8","mg/m2"
"21514",36.32,141,"         2452.8","mg/m2"
"21515",36.3,141.12,"         1698.1","mg/m2"
"21516",36.55,141.18,"          628.9","mg/m2"
"21517",36.55,141.08,"         4591.2","mg/m2"
"21518",36.58,140.97,"         1509.4","mg/m2"
"21519",36.58,140.77,"         2075.5","mg/m2"
"21520",36.58,140.87,"          628.9","mg/m2"
"21521",36.57,140.68,"         2138.4","mg/m2"
"21522",36.55,141.18,"         1572.3","mg/m2"
"21523",36.55,141.1,"         1886.8","mg/m2"
"21524",36.57,140.98,"         1257.9","mg/m2"
"21525",36.57,140.87,"         4339.6","mg/m2"
"21526",36.57,140.77,"         1257.9","mg/m2"
"21527",36.25,140.68,"          314.5","mg/m2"
"21528",36.28,140.8,"          314.5","mg/m2"
"21529",36.3,140.92,"         1635.2","mg/m2"
"21530",36.3,141,"         1383.6","mg/m2"
"21531",36.3,141.1,"         1383.6","mg/m2"
"21532",36.3,140.6,"        20377.4","mg/m2"
"21533",36.3,140.68,"         7547.2","mg/m2"
"21534",36.3,140.8,"        15094.3","mg/m2"
"21535",36.3,140.92,"         6289.3","mg/m2"
"21536",36.32,141,"         3584.9","mg/m2"
"21537",36.3,141.1,"          314.5","mg/m2"
"21538",36.55,141.18,"         2515.7","mg/m2"
"21539",36.57,141.07,"        11761.0","mg/m2"
"21540",36.57,140.97,"        12767.3","mg/m2"
"21541",36.55,140.87,"         8679.2","mg/m2"
"21542",36.57,140.75,"        12264.2","mg/m2"
"21543",36.57,140.68,"        52515.7","mg/m2"
"21544",36.32,140.62,"          314.5","mg/m2"
"21545",36.3,140.7,"          314.5","mg/m2"
"21546",36.3,140.8,"         1006.3","mg/m2"
"21547",36.3,140.9,"          566.0","mg/m2"
"21548",36.3,141,"          943.4","mg/m2"
"21549",36.3,141.1,"          314.5","mg/m2"
"21550",36.55,141.08,"          817.6","mg/m2"
"21551",36.57,140.98,"          754.7","mg/m2"
"21552",36.55,140.87,"         2327.0","mg/m2"
"21553",36.55,140.87,"         1761.0","mg/m2"
"21554",36.55,140.77,"         1823.9","mg/m2"
"21555",36.32,140.62,"          314.5","mg/m2"
"21556",36.3,140.68,"          314.5","mg/m2"
"21557",36.3,140.8,"         1446.5","mg/m2"
"21558",36.3,140.88,"          314.5","mg/m2"
"21559",36.32,141,"         2075.5","mg/m2"
"21560",36.3,141.1,"          314.5","mg/m2"
"21561",36.55,141.18,"         5157.2","mg/m2"
"21562",36.55,141.07,"         2515.7","mg/m2"
"21563",36.57,140.97,"         2641.5","mg/m2"
"21564",36.57,140.87,"         1257.9","mg/m2"
"21565",36.57,140.77,"          943.4","mg/m2"
"21566",36.3,140.62,"          691.8","mg/m2"
"21567",36.3,140.78,"         1572.3","mg/m2"
"21568",36.3,140.8,"         3522.0","mg/m2"
"21569",36.3,140.9,"         3899.4","mg/m2"
"21570",36.27,141,"         3270.4","mg/m2"
"21571",36.3,141.1,"         7484.3","mg/m2"
"21572",36.57,141.18,"         8301.9","mg/m2"
"21573",36.55,141.05,"        18490.6","mg/m2"
"21574",36.55,140.97,"         1949.7","mg/m2"
"21575",36.57,140.77,"         1446.5","mg/m2"
"21576",36.3,140.6,"          377.4","mg/m2"
"21577",36.3,140.68,"          754.7","mg/m2"
"21578",36.3,140.78,"          566.0","mg/m2"
"21579",36.3,140.9,"          880.5","mg/m2"
"21580",36.32,141,"          880.5","mg/m2"
"21581",36.3,141.1,"         1195.0","mg/m2"
"21582",36.58,141.18,"         2893.1","mg/m2"
"21583",36.57,141.07,"         2452.8","mg/m2"
"21584",36.55,140.97,"         2012.6","mg/m2"
"21585",36.57,140.87,"         1320.8","mg/m2"
"21586",36.57,140.77,"         1886.8","mg/m2"
"21587",36.58,142,"         4402.5","mg/m2"
"21588",36.57,140.77,"         1572.3","mg/m2"
"21589",36,140.75,"          628.9","mg/m2"
"21590",35.72,142,"         4717.0","mg/m2"
"21591",35.98,141.25,"         6603.8","mg/m2"
"21592",36,140.75,"          628.9","mg/m2"
"21593",35.7,142,"         2830.2","mg/m2"
"21594",36,141.25,"         2830.2","mg/m2"
"21595",36.57,142,"        11949.7","mg/m2"
"21596",36.58,140.77,"         1886.8","mg/m2"
"21597",36,140.75,"          314.5","mg/m2"
"21598",35.75,142,"         3773.6","mg/m2"
"21599",36,141.25,"         6289.3","mg/m2"
"21600",36.57,142,"          943.4","mg/m2"
"21601",36.55,140.77,"         1572.3","mg/m2"
"21602",36,140.75,"         2201.3","mg/m2"
"21603",35.7,142,"         6603.8","mg/m2"
"21604",36,141.23,"         5974.8","mg/m2"
"21605",36.58,142,"        14465.4","mg/m2"
"21606",36.57,140.77,"         4088.1","mg/m2"
"21607",36,140.75,"          943.4","mg/m2"
"21608",35.72,142,"          628.9","mg/m2"
"21609",36,141.25,"        14150.9","mg/m2"
"21610",36.57,142,"         4402.5","mg/m2"
"21611",36.57,140.77,"         9748.4","mg/m2"
"21612",36,140.75,"         1257.9","mg/m2"
"21613",35.72,142,"         4402.5","mg/m2"
"21614",36,141.25,"        11320.8","mg/m2"
"21615",36.57,142,"          628.9","mg/m2"
"21616",36.57,140.77,"         2515.7","mg/m2"
"21617",36,140.75,"          628.9","mg/m2"
"21618",35.72,142,"         8805.0","mg/m2"
"21619",36,141.25,"         3459.1","mg/m2"
"21620",36.57,140.77,"         3144.7","mg/m2"
"21621",36,140.75,"         1572.3","mg/m2"
"21622",35.7,142,"        12578.6","mg/m2"
"21623",36,141.25,"        14150.9","mg/m2"
"21624",36.6,142,"        19496.9","mg/m2"
"21625",36.57,140.78,"          314.5","mg/m2"
"21626",36,140.75,"         2830.2","mg/m2"
"21627",35.75,142,"         1886.8","mg/m2"
"21628",36,141.25,"        11006.3","mg/m2"
"21629",36,140.75,"         3773.6","mg/m2"
"21630",36,141.25,"        13836.5","mg/m2"
"21631",36.57,142.02,"         8490.6","mg/m2"
"21632",36.57,142.02,"         8490.6","mg/m2"
"21633",36,140.77,"          314.5","mg/m2"
"21634",35.73,142.02,"         3773.6","mg/m2"
"21635",36,141.25,"         4717.0","mg/m2"
"21636",36.58,142,"         1257.9","mg/m2"
"21637",36.57,140.77,"          314.5","mg/m2"
"21638",36,140.77,"        11949.7","mg/m2"
"21639",35.7,142,"         4088.1","mg/m2"
"21640",36,141.25,"         7232.7","mg/m2"
"21641",36.57,140.77,"         9748.4","mg/m2"
"21642",36.03,141.25,"         5660.4","mg/m2"
"21643",36,140.75,"         3773.6","mg/m2"
"21644",35.72,142,"         3459.1","mg/m2"
"21645",36.57,140.87,"         2515.7","mg/m2"
"21646",36.55,141.35,"         2201.3","mg/m2"
"21647",36.55,141.5,"         1886.8","mg/m2"
"21648",36.57,142,"         5345.9","mg/m2"
"21649",36,140.75,"          314.5","mg/m2"
"21650",36.02,141.25,"         2201.3","mg/m2"
"21651",37.83,141.2,"         1823.9","mg/m2"
"21652",36.53,141.63,"         6666.7","mg/m2"
"21653",35.57,141.77,"        10377.4","mg/m2"
"21654",35.5,142.7,"         6163.5","mg/m2"
"21655",35.35,143.52,"         8930.8","mg/m2"
"21656",35.47,144.67,"         9811.3","mg/m2"
"21657",35.38,145.77,"         5345.9","mg/m2"
"21658",36.45,146.43,"         9874.2","mg/m2"
"21659",36.47,145.35,"         8050.3","mg/m2"
"21660",36.45,144.67,"         2767.3","mg/m2"
"21661",36.33,144,"         6918.2","mg/m2"
"21662",36.5,143.07,"         3396.2","mg/m2"
"21663",36.45,142.15,"        10943.4","mg/m2"
"21664",37.82,141.65,"        13647.8","mg/m2"
"21665",37.47,142.6,"        16603.8","mg/m2"
"21666",37.5,143.67,"        22012.6","mg/m2"
"21667",37.5,144.67,"        14779.9","mg/m2"
"21668",37.48,145.65,"         4402.5","mg/m2"
"21669",37.52,146.67,"         8805.0","mg/m2"
"21670",38.2,146.98,"         9119.5","mg/m2"
"21671",38.52,146.68,"        19811.3","mg/m2"
"21672",38.48,146.33,"         1320.8","mg/m2"
"21673",38.45,145.32,"        21823.9","mg/m2"
"21674",38.38,144.42,"         5345.9","mg/m2"
"21675",38.52,143.33,"         1509.4","mg/m2"
"21676",38.5,142.33,"         2515.7","mg/m2"
"21677",39.17,142.5,"        21446.5","mg/m2"
"21678",39.37,143.38,"         7987.4","mg/m2"
"21679",39.5,144.48,"         6478.0","mg/m2"
"21680",39.52,145.35,"        10251.6","mg/m2"
"21681",39.38,145.57,"        15534.6","mg/m2"
"21682",38.97,144.25,"         7421.4","mg/m2"
"21683",38.65,143.22,"        18301.9","mg/m2"
"21684",38.35,142,"         7169.8","mg/m2"
"21685",38.18,142.48,"         7484.3","mg/m2"
